p4_25,P4,P1:31;P2:25;P3:25;P4:25;P5:29,79.5,forward_student,send,P5
p5_30,P5,P1:31;P2:25;P3:25;P4:25;P5:30,80.3,recv_student,receive,P4
p5_31,P5,P1:31;P2:25;P3:25;P4:25;P5:31,80.5,apply_student,local,
p5_32,P5,P1:31;P2:25;P3:25;P4:25;P5:32,81.3,write_enrollment,local,
p5_33,P5,P1:31;P2:25;P3:25;P4:25;P5:33,81.5,send_enrollment,send,P1
p1_32,P1,P1:32;P2:25;P3:25;P4:25;P5:33,82.3,recv_enrollment,receive,P5
p1_33,P1,P1:33;P2:25;P3:25;P4:25;P5:33,82.5,apply_enrollment,local,
p1_34,P1,P1:34;P2:25;P3:25;P4:25;P5:33,85.8,write_student,local,
p1_35,P1,P1:35;P2:25;P3:25;P4:25;P5:33,85.9,send_student,send,P2
p2_26,P2,P1:35;P2:26;P3:25;P4:25;P5:33,86.7,recv_student,receive,P1
p2_27,P2,P1:35;P2:27;P3:25;P4:25;P5:33,86.9,apply_student,local,
p2_28,P2,P1:35;P2:28;P3:25;P4:25;P5:33,87.3,forward_student,send,P3
p3_26,P3,P1:35;P2:28;P3:26;P4:25;P5:33,88.1,recv_student,receive,P2
p3_27,P3,P1:35;P2:28;P3:27;P4:25;P5:33,88.3,apply_student,local,
p3_28,P3,P1:35;P2:28;P3:28;P4:25;P5:33,88.7,forward_student,send,P4
p4_26,P4,P1:35;P2:28;P3:28;P4:26;P5:33,89.5,recv_student,receive,P3
p4_27,P4,P1:35;P2:28;P3:28;P4:27;P5:33,89.7,apply_student,local,
p4_28,P4,P1:35;P2:28;P3:28;P4:28;P5:33,90.1,forward_student,send,P5
p5_34,P5,P1:35;P2:28;P3:28;P4:28;P5:34,90.9,recv_student,receive,P4
p5_35,P5,P1:35;P2:28;P3:28;P4:28;P5:35,91.1,apply_student,local,
p5_36,P5,P1:35;P2:28;P3:28;P4:28;P5:36,91.9,write_enrollment,local,
p5_37,P5,P1:35;P2:28;P3:28;P4:28;P5:37,92.1,send_enrollment,send,P1
p1_36,P1,P1:36;P2:28;P3:28;P4:28;P5:37,92.9,recv_enrollment,receive,P5
p1_37,P1,P1:37;P2:28;P3:28;P4:28;P5:37,93.1,apply_enrollment,local,
p1_38,P1,P1:38;P2:28;P3:28;P4:28;P5:37,96.4,write_student,local,
p1_39,P1,P1:39;P2:28;P3:28;P4:28;P5:37,96.5,send_student,send,P2
p2_29,P2,P1:39;P2:29;P3:28;P4:28;P5:37,97.3,recv_student,receive,P1
p2_30,P2,P1:39;P2:30;P3:28;P4:28;P5:37,97.5,apply_student,local,
p2_31,P2,P1:39;P2:31;P3:28;P4:28;P5:37,97.9,forward_student,send,P3
p3_29,P3,P1:39;P2:31;P3:29;P4:28;P5:37,98.7,recv_student,receive,P2
p3_30,P3,P1:39;P2:31;P3:30;P4:28;P5:37,98.9,apply_student,local,
p3_31,P3,P1:39;P2:31;P3:31;P4:28;P5:37,99.3,forward_student,send,P4
p4_29,P4,P1:39;P2:31;P3:31;P4:29;P5:37,100.1,recv_student,receive,P3
p4_30,P4,P1:39;P2:31;P3:31;P4:30;P5:37,100.3,apply_student,local,
p4_31,P4,P1:39;P2:31;P3:31;P4:31;P5:37,100.7,forward_student,send,P5
p5_38,P5,P1:39;P2:31;P3:31;P4:31;P5:38,101.5,recv_student,receive,P4
p5_39,P5,P1:39;P2:31;P3:31;P4:31;P5:39,101.7,apply_student,local,
p5_40,P5,P1:39;P2:31;P3:31;P4:31;P5:40,102.5,write_enrollment,local,
p5_41,P5,P1:39;P2:31;P3:31;P4:31;P5:41,102.7,send_enrollment,send,P1
p1_40,P1,P1:40;P2:31;P3:31;P4:31;P5:41,103.5,recv_enrollment,receive,P5
p1_41,P1,P1:41;P2:31;P3:31;P4:31;P5:41,103.7,apply_enrollment,local,
p1_42,P1,P1:42;P2:31;P3:31;P4:31;P5:41,107.0,write_student,local,
p1_43,P1,P1:43;P2:31;P3:31;P4:31;P5:41,107.1,send_student,send,P2
p2_32,P2,P1:43;P2:32;P3:31;P4:31;P5:41,107.9,recv_student,receive,P1
p2_33,P2,P1:43;P2:33;P3:31;P4:31;P5:41,108.1,apply_student,local,
p2_34,P2,P1:43;P2:34;P3:31;P4:31;P5:41,108.5,forward_student,send,P3
p3_32,P3,P1:43;P2:34;P3:32;P4:31;P5:41,109.3,recv_student,receive,P2
p3_33,P3,P1:43;P2:34;P3:33;P4:31;P5:41,109.5,apply_student,local,
p3_34,P3,P1:43;P2:34;P3:34;P4:31;P5:41,109.9,forward_student,send,P4
p4_32,P4,P1:43;P2:34;P3:34;P4:32;P5:41,110.7,recv_student,receive,P3
p4_33,P4,P1:43;P2:34;P3:34;P4:33;P5:41,110.9,apply_student,local,
p4_34,P4,P1:43;P2:34;P3:34;P4:34;P5:41,111.3,forward_student,send,P5
p5_42,P5,P1:43;P2:34;P3:34;P4:34;P5:42,112.1,recv_student,receive,P4
p5_43,P5,P1:43;P2:34;P3:34;P4:34;P5:43,112.3,apply_student,local,
p5_44,P5,P1:43;P2:34;P3:34;P4:34;P5:44,113.1,write_enrollment,local,
p5_45,P5,P1:43;P2:34;P3:34;P4:34;P5:45,113.3,send_enrollment,send,P1
p1_44,P1,P1:44;P2:34;P3:34;P4:34;P5:45,114.1,recv_enrollment,receive,P5
p1_45,P1,P1:45;P2:34;P3:34;P4:34;P5:45,114.3,apply_enrollment,local,
p1_46,P1,P1:46;P2:34;P3:34;P4:34;P5:45,117.6,write_student,local,
p1_47,P1,P1:47;P2:34;P3:34;P4:34;P5:45,117.7,send_student,send,P2
p2_35,P2,P1:47;P2:35;P3:34;P4:34;P5:45,118.5,recv_student,receive,P1
p2_36,P2,P1:47;P2:36;P3:34;P4:34;P5:45,118.7,apply_student,local,
p2_37,P2,P1:47;P2:37;P3:34;P4:34;P5:45,119.1,forward_student,send,P3
p3_35,P3,P1:47;P2:37;P3:35;P4:34;P5:45,119.9,recv_student,receive,P2
p3_36,P3,P1:47;P2:37;P3:36;P4:34;P5:45,120.1,apply_student,local,
p3_37,P3,P1:47;P2:37;P3:37;P4:34;P5:45,120.5,forward_student,send,P4
p4_35,P4,P1:47;P2:37;P3:37;P4:35;P5:45,121.3,recv_student,receive,P3
p4_36,P4,P1:47;P2:37;P3:37;P4:36;P5:45,121.5,apply_student,local,
p4_37,P4,P1:47;P2:37;P3:37;P4:37;P5:45,121.9,forward_student,send,P5
p5_46,P5,P1:47;P2:37;P3:37;P4:37;P5:46,122.7,recv_student,receive,P4
p5_47,P5,P1:47;P2:37;P3:37;P4:37;P5:47,122.9,apply_student,local,
p5_48,P5,P1:47;P2:37;P3:37;P4:37;P5:48,123.7,write_enrollment,local,
p5_49,P5,P1:47;P2:37;P3:37;P4:37;P5:49,123.9,send_enrollment,send,P1
p1_48,P1,P1:48;P2:37;P3:37;P4:37;P5:49,124.7,recv_enrollment,receive,P5
p1_49,P1,P1:49;P2:37;P3:37;P4:37;P5:49,124.9,apply_enrollment,local,
p1_50,P1,P1:50;P2:37;P3:37;P4:37;P5:49,128.2,write_student,local,
p1_51,P1,P1:51;P2:37;P3:37;P4:37;P5:49,128.3,send_student,send,P2
p2_38,P2,P1:51;P2:38;P3:37;P4:37;P5:49,129.1,recv_student,receive,P1
p2_39,P2,P1:51;P2:39;P3:37;P4:37;P5:49,129.3,apply_student,local,
p2_40,P2,P1:51;P2:40;P3:37;P4:37;P5:49,129.7,forward_student,send,P3
p3_38,P3,P1:51;P2:40;P3:38;P4:37;P5:49,130.5,recv_student,receive,P2
p3_39,P3,P1:51;P2:40;P3:39;P4:37;P5:49,130.7,apply_student,local,
p3_40,P3,P1:51;P2:40;P3:40;P4:37;P5:49,131.1,forward_student,send,P4
p4_38,P4,P1:51;P2:40;P3:40;P4:38;P5:49,131.9,recv_student,receive,P3
p4_39,P4,P1:51;P2:40;P3:40;P4:39;P5:49,132.1,apply_student,local,
p4_40,P4,P1:51;P2:40;P3:40;P4:40;P5:49,132.5,forward_student,send,P5
p5_50,P5,P1:51;P2:40;P3:40;P4:40;P5:50,133.3,recv_student,receive,P4
p5_51,P5,P1:51;P2:40;P3:40;P4:40;P5:51,133.5,apply_student,local,
p5_52,P5,P1:51;P2:40;P3:40;P4:40;P5:52,134.3,write_enrollment,local,
p5_53,P5,P1:51;P2:40;P3:40;P4:40;P5:53,134.5,send_enrollment,send,P1
p1_52,P1,P1:52;P2:40;P3:40;P4:40;P5:53,135.3,recv_enrollment,receive,P5
p1_53,P1,P1:53;P2:40;P3:40;P4:40;P5:53,135.5,apply_enrollment,local,
p1_54,P1,P1:54;P2:40;P3:40;P4:40;P5:53,138.8,write_student,local,
p1_55,P1,P1:55;P2:40;P3:40;P4:40;P5:53,138.9,send_student,send,P2
p2_41,P2,P1:55;P2:41;P3:40;P4:40;P5:53,139.7,recv_student,receive,P1
p2_42,P2,P1:55;P2:42;P3:40;P4:40;P5:53,139.9,apply_student,local,
p2_43,P2,P1:55;P2:43;P3:40;P4:40;P5:53,140.3,forward_student,send,P3
p3_41,P3,P1:55;P2:43;P3:41;P4:40;P5:53,141.1,recv_student,receive,P2
p3_42,P3,P1:55;P2:43;P3:42;P4:40;P5:53,141.3,apply_student,local,
p3_43,P3,P1:55;P2:43;P3:43;P4:40;P5:53,141.7,forward_student,send,P4
p4_41,P4,P1:55;P2:43;P3:43;P4:41;P5:53,142.5,recv_student,receive,P3
p4_42,P4,P1:55;P2:43;P3:43;P4:42;P5:53,142.7,apply_student,local,
p4_43,P4,P1:55;P2:43;P3:43;P4:43;P5:53,143.1,forward_student,send,P5
p5_54,P5,P1:55;P2:43;P3:43;P4:43;P5:54,143.9,recv_student,receive,P4
p5_55,P5,P1:55;P2:43;P3:43;P4:43;P5:55,144.1,apply_student,local,
p5_56,P5,P1:55;P2:43;P3:43;P4:43;P5:56,144.9,write_enrollment,local,
p5_57,P5,P1:55;P2:43;P3:43;P4:43;P5:57,145.1,send_enrollment,send,P1
p1_56,P1,P1:56;P2:43;P3:43;P4:43;P5:57,145.9,recv_enrollment,receive,P5
p1_57,P1,P1:57;P2:43;P3:43;P4:43;P5:57,146.1,apply_enrollment,local,
p1_58,P1,P1:58;P2:43;P3:43;P4:43;P5:57,149.4,write_student,local,
p1_59,P1,P1:59;P2:43;P3:43;P4:43;P5:57,149.5,send_student,send,P2
p2_44,P2,P1:59;P2:44;P3:43;P4:43;P5:57,150.3,recv_student,receive,P1
p2_45,P2,P1:59;P2:45;P3:43;P4:43;P5:57,150.5,apply_student,local,
p2_46,P2,P1:59;P2:46;P3:43;P4:43;P5:57,150.9,forward_student,send,P3
p3_44,P3,P1:59;P2:46;P3:44;P4:43;P5:57,151.7,recv_student,receive,P2
p3_45,P3,P1:59;P2:46;P3:45;P4:43;P5:57,151.9,apply_student,local,
p3_46,P3,P1:59;P2:46;P3:46;P4:43;P5:57,152.3,forward_student,send,P4
p4_44,P4,P1:59;P2:46;P3:46;P4:44;P5:57,153.1,recv_student,receive,P3
p4_45,P4,P1:59;P2:46;P3:46;P4:45;P5:57,153.3,apply_student,local,
p4_46,P4,P1:59;P2:46;P3:46;P4:46;P5:57,153.7,forward_student,send,P5
p5_58,P5,P1:59;P2:46;P3:46;P4:46;P5:58,154.5,recv_student,receive,P4
p5_59,P5,P1:59;P2:46;P3:46;P4:46;P5:59,154.7,apply_student,local,
p5_60,P5,P1:59;P2:46;P3:46;P4:46;P5:60,155.5,write_enrollment,local,
p5_61,P5,P1:59;P2:46;P3:46;P4:46;P5:61,155.7,send_enrollment,send,P1
p1_60,P1,P1:60;P2:46;P3:46;P4:46;P5:61,156.5,recv_enrollment,receive,P5
p1_61,P1,P1:61;P2:46;P3:46;P4:46;P5:61,156.7,apply_enrollment,local,
p1_62,P1,P1:62;P2:46;P3:46;P4:46;P5:61,160.0,write_student,local,
p1_63,P1,P1:63;P2:46;P3:46;P4:46;P5:61,160.1,send_student,send,P2
p2_47,P2,P1:63;P2:47;P3:46;P4:46;P5:61,160.9,recv_student,receive,P1
p2_48,P2,P1:63;P2:48;P3:46;P4:46;P5:61,161.1,apply_student,local,
p2_49,P2,P1:63;P2:49;P3:46;P4:46;P5:61,161.5,forward_student,send,P3
p3_47,P3,P1:63;P2:49;P3:47;P4:46;P5:61,162.3,recv_student,receive,P2
p3_48,P3,P1:63;P2:49;P3:48;P4:46;P5:61,162.5,apply_student,local,
p3_49,P3,P1:63;P2:49;P3:49;P4:46;P5:61,162.9,forward_student,send,P4
p4_47,P4,P1:63;P2:49;P3:49;P4:47;P5:61,163.7,recv_student,receive,P3
p4_48,P4,P1:63;P2:49;P3:49;P4:48;P5:61,163.9,apply_student,local,
p4_49,P4,P1:63;P2:49;P3:49;P4:49;P5:61,164.3,forward_student,send,P5
p5_62,P5,P1:63;P2:49;P3:49;P4:49;P5:62,165.1,recv_student,receive,P4
p5_63,P5,P1:63;P2:49;P3:49;P4:49;P5:63,165.3,apply_student,local,
p5_64,P5,P1:63;P2:49;P3:49;P4:49;P5:64,166.1,write_enrollment,local,
p5_65,P5,P1:63;P2:49;P3:49;P4:49;P5:65,166.3,send_enrollment,send,P1
p1_64,P1,P1:64;P2:49;P3:49;P4:49;P5:65,167.1,recv_enrollment,receive,P5
p1_65,P1,P1:65;P2:49;P3:49;P4:49;P5:65,167.3,apply_enrollment,local,
p1_66,P1,P1:66;P2:49;P3:49;P4:49;P5:65,170.6,write_student,local,
p1_67,P1,P1:67;P2:49;P3:49;P4:49;P5:65,170.7,send_student,send,P2
p2_50,P2,P1:67;P2:50;P3:49;P4:49;P5:65,171.5,recv_student,receive,P1
p2_51,P2,P1:67;P2:51;P3:49;P4:49;P5:65,171.7,apply_student,local,
p2_52,P2,P1:67;P2:52;P3:49;P4:49;P5:65,172.1,forward_student,send,P3
p3_50,P3,P1:67;P2:52;P3:50;P4:49;P5:65,172.9,recv_student,receive,P2
p3_51,P3,P1:67;P2:52;P3:51;P4:49;P5:65,173.1,apply_student,local,
p3_52,P3,P1:67;P2:52;P3:52;P4:49;P5:65,173.5,forward_student,send,P4
p4_50,P4,P1:67;P2:52;P3:52;P4:50;P5:65,174.3,recv_student,receive,P3
p4_51,P4,P1:67;P2:52;P3:52;P4:51;P5:65,174.5,apply_student,local,
p4_52,P4,P1:67;P2:52;P3:52;P4:52;P5:65,174.9,forward_student,send,P5
p5_66,P5,P1:67;P2:52;P3:52;P4:52;P5:66,175.7,recv_student,receive,P4
p5_67,P5,P1:67;P2:52;P3:52;P4:52;P5:67,175.9,apply_student,local,
p5_68,P5,P1:67;P2:52;P3:52;P4:52;P5:68,176.7,write_enrollment,local,
p5_69,P5,P1:67;P2:52;P3:52;P4:52;P5:69,176.9,send_enrollment,send,P1
p1_68,P1,P1:68;P2:52;P3:52;P4:52;P5:69,177.7,recv_enrollment,receive,P5
p1_69,P1,P1:69;P2:52;P3:52;P4:52;P5:69,177.9,apply_enrollment,local,
p1_70,P1,P1:70;P2:52;P3:52;P4:52;P5:69,181.2,write_student,local,
p1_71,P1,P1:71;P2:52;P3:52;P4:52;P5:69,181.3,send_student,send,P2
p2_53,P2,P1:71;P2:53;P3:52;P4:52;P5:69,182.1,recv_student,receive,P1
