# Drone swarm trace: 3 drones, 1002 events
# system_processes: Drone1|Drone2|Drone3
eid,processes,vc,timestamp,props,event_type,msg_partner
Drone3_e36,Drone3,Drone1:23;Drone2:15;Drone3:36,6.6643,position_measured,local,
Drone1_e40,Drone1,Drone1:40;Drone2:21;Drone3:35,7.8291,position_measured,send,Drone3
Drone1_e41,Drone1,Drone1:41;Drone2:21;Drone3:35,8.0384,position_measured,send,Drone2
Drone2_e25,Drone2,Drone1:41;Drone2:25;Drone3:35,8.2263,target_found,receive,Drone1
Drone2_e26,Drone2,Drone1:41;Drone2:26;Drone3:35,8.3043,target_found,local,
Drone3_e37,Drone3,Drone1:23;Drone2:15;Drone3:37,6.8507,position_measured,local,
Drone2_e27,Drone2,Drone1:41;Drone2:27;Drone3:35,8.3913,target_found,local,
Drone1_e42,Drone1,Drone1:42;Drone2:21;Drone3:35,8.3131,position_sent,send,Drone3
Drone1_e43,Drone1,Drone1:43;Drone2:21;Drone3:35,8.4157,position_sent,local,
Drone1_e44,Drone1,Drone1:44;Drone2:21;Drone3:35,8.5541,position_sent,local,
Drone3_e38,Drone3,Drone1:23;Drone2:15;Drone3:38,7.0023,position_measured,local,
Drone3_e39,Drone3,Drone1:23;Drone2:15;Drone3:39,7.2837,position_measured,local,
Drone1_e45,Drone1,Drone1:45;Drone2:21;Drone3:35,8.8481,position_sent,local,
Drone1_e46,Drone1,Drone1:46;Drone2:21;Drone3:35,8.9043,position_sent,local,
Drone3_e40,Drone3,Drone1:23;Drone2:15;Drone3:40,7.5293,position_measured,local,
Drone2_e28,Drone2,Drone1:41;Drone2:28;Drone3:35,8.6573,target_found,local,
Drone1_e47,Drone1,Drone1:47;Drone2:21;Drone3:35,9.0500,position_sent,send,Drone2
Drone1_e48,Drone1,Drone1:48;Drone2:21;Drone3:35,9.1556,position_sent,local,
Drone2_e29,Drone2,Drone1:41;Drone2:29;Drone3:35,8.7631,target_found,receive,Drone3
Drone3_e41,Drone3,Drone1:40;Drone2:21;Drone3:41,7.9488,position_measured,receive,Drone1
Drone1_e49,Drone1,Drone1:49;Drone2:21;Drone3:35,9.2754,position_sent,local,
Drone3_e42,Drone3,Drone1:40;Drone2:21;Drone3:42,8.1687,position_sent,local,
Drone3_e43,Drone3,Drone1:42;Drone2:21;Drone3:43,8.3920,position_sent,receive,Drone1
Drone2_e30,Drone2,Drone1:47;Drone2:30;Drone3:35,9.1095,target_found,receive,Drone1
Drone3_e44,Drone3,Drone1:42;Drone2:21;Drone3:44,8.6241,position_sent,local,
Drone2_e31,Drone2,Drone1:47;Drone2:31;Drone3:35,9.4056,target_found,local,
Drone1_e50,Drone1,Drone1:50;Drone2:21;Drone3:35,9.4695,position_sent,local,
Drone2_e32,Drone2,Drone1:47;Drone2:32;Drone3:35,9.4560,position_measured,send,Drone3
Drone3_e45,Drone3,Drone1:42;Drone2:21;Drone3:45,8.9092,position_sent,local,
Drone3_e46,Drone3,Drone1:42;Drone2:21;Drone3:46,9.0502,position_sent,local,
Drone1_e51,Drone1,Drone1:51;Drone2:21;Drone3:35,9.7497,position_sent,local,
Drone3_e47,Drone3,Drone1:47;Drone2:32;Drone3:47,9.6860,position_sent,receive,Drone2
Drone2_e33,Drone2,Drone1:47;Drone2:33;Drone3:35,9.6727,position_measured,local,
Drone2_e34,Drone2,Drone1:47;Drone2:34;Drone3:35,9.7967,position_measured,local,
Drone1_e52,Drone1,Drone1:52;Drone2:21;Drone3:35,9.9690,processing,send,Drone3
Drone1_e53,Drone1,Drone1:53;Drone2:21;Drone3:35,10.0943,processing,local,
Drone3_e48,Drone3,Drone1:47;Drone2:32;Drone3:48,9.8119,position_sent,local,
Drone1_e54,Drone1,Drone1:54;Drone2:21;Drone3:35,10.2893,processing,local,
Drone3_e49,Drone3,Drone1:52;Drone2:32;Drone3:49,10.1296,position_sent,receive,Drone1
Drone1_e55,Drone1,Drone1:55;Drone2:21;Drone3:35,10.5377,processing,local,
Drone3_e50,Drone3,Drone1:52;Drone2:32;Drone3:50,10.2505,position_sent,send,Drone1
Drone3_e51,Drone3,Drone1:52;Drone2:32;Drone3:51,10.3843,position_sent,local,
Drone1_e56,Drone1,Drone1:56;Drone2:21;Drone3:35,10.6439,processing,local,
Drone1_e57,Drone1,Drone1:57;Drone2:32;Drone3:50,10.7551,processing,receive,Drone3
Drone2_e35,Drone2,Drone1:47;Drone2:35;Drone3:35,10.0388,position_measured,local,
Drone2_e36,Drone2,Drone1:47;Drone2:36;Drone3:35,10.2462,position_measured,local,
Drone1_e58,Drone1,Drone1:58;Drone2:32;Drone3:50,10.9011,processing,local,
Drone2_e37,Drone2,Drone1:47;Drone2:37;Drone3:35,10.5194,position_measured,send,Drone1
Drone1_e59,Drone1,Drone1:59;Drone2:32;Drone3:50,11.0058,processing,local,
Drone3_e52,Drone3,Drone1:52;Drone2:32;Drone3:52,10.4469,processing,local,
Drone1_e60,Drone1,Drone1:60;Drone2:32;Drone3:50,11.0861,processing,local,
Drone1_e61,Drone1,Drone1:61;Drone2:32;Drone3:50,11.3030,processing,local,
Drone3_e53,Drone3,Drone1:52;Drone2:32;Drone3:53,10.7344,processing,local,
Drone2_e38,Drone2,Drone1:47;Drone2:38;Drone3:35,10.7492,position_measured,local,
Drone3_e54,Drone3,Drone1:52;Drone2:32;Drone3:54,11.0111,processing,local,
Drone2_e39,Drone2,Drone1:47;Drone2:39;Drone3:35,10.9851,position_measured,local,
Drone2_e40,Drone2,Drone1:47;Drone2:40;Drone3:35,11.2231,position_measured,local,
Drone3_e55,Drone3,Drone1:52;Drone2:32;Drone3:55,11.2178,processing,send,Drone2
Drone2_e41,Drone2,Drone1:47;Drone2:41;Drone3:35,11.4514,position_measured,local,
Drone1_e62,Drone1,Drone1:62;Drone2:37;Drone3:50,11.5763,relative_computed,receive,Drone2
Drone1_e63,Drone1,Drone1:63;Drone2:37;Drone3:50,11.7220,relative_computed,send,Drone2
Drone1_e64,Drone1,Drone1:64;Drone2:37;Drone3:50,11.7881,relative_computed,local,
Drone2_e42,Drone2,Drone1:63;Drone2:42;Drone3:50,11.8760,position_sent,receive,Drone1
Drone1_e65,Drone1,Drone1:65;Drone2:37;Drone3:50,11.9355,relative_computed,local,
Drone3_e56,Drone3,Drone1:52;Drone2:32;Drone3:56,11.2727,processing,local,
Drone3_e57,Drone3,Drone1:52;Drone2:32;Drone3:57,11.3241,processing,local,
Drone2_e43,Drone2,Drone1:63;Drone2:43;Drone3:55,12.1393,position_sent,receive,Drone3
Drone2_e44,Drone2,Drone1:63;Drone2:44;Drone3:55,12.3730,position_sent,local,
Drone3_e58,Drone3,Drone1:52;Drone2:32;Drone3:58,11.4962,processing,local,
Drone2_e45,Drone2,Drone1:63;Drone2:45;Drone3:55,12.4302,position_sent,local,
Drone2_e46,Drone2,Drone1:63;Drone2:46;Drone3:55,12.6798,position_sent,local,
Drone3_e59,Drone3,Drone1:52;Drone2:32;Drone3:59,11.7761,processing,send,Drone2
Drone3_e60,Drone3,Drone1:52;Drone2:32;Drone3:60,12.0528,processing,local,
Drone3_e61,Drone3,Drone1:52;Drone2:32;Drone3:61,12.1096,processing,local,
Drone3_e62,Drone3,Drone1:52;Drone2:32;Drone3:62,12.3763,relative_computed,local,
Drone1_e66,Drone1,Drone1:66;Drone2:37;Drone3:50,12.0673,relative_computed,send,Drone3
Drone2_e47,Drone2,Drone1:63;Drone2:47;Drone3:59,12.7993,position_sent,receive,Drone3
Drone2_e48,Drone2,Drone1:63;Drone2:48;Drone3:59,12.9669,position_sent,send,Drone1
Drone3_e63,Drone3,Drone1:52;Drone2:32;Drone3:63,12.6763,relative_computed,local,
Drone2_e49,Drone2,Drone1:63;Drone2:49;Drone3:59,13.2122,position_sent,send,Drone1
Drone3_e64,Drone3,Drone1:66;Drone2:37;Drone3:64,12.9637,relative_computed,receive,Drone1
Drone1_e67,Drone1,Drone1:67;Drone2:37;Drone3:50,12.2726,relative_computed,local,
Drone1_e68,Drone1,Drone1:68;Drone2:48;Drone3:59,13.1579,relative_computed,receive,Drone2
Drone1_e69,Drone1,Drone1:69;Drone2:48;Drone3:59,13.2720,relative_computed,local,
Drone2_e50,Drone2,Drone1:63;Drone2:50;Drone3:59,13.4567,position_sent,send,Drone1
Drone1_e70,Drone1,Drone1:70;Drone2:48;Drone3:59,13.3490,relative_computed,local,
Drone1_e71,Drone1,Drone1:71;Drone2:48;Drone3:59,13.5429,relative_computed,local,
Drone2_e51,Drone2,Drone1:63;Drone2:51;Drone3:59,13.6854,position_sent,local,
Drone1_e72,Drone1,Drone1:72;Drone2:48;Drone3:59,13.8006,formation_hold,local,
Drone1_e73,Drone1,Drone1:73;Drone2:49;Drone3:59,14.0632,formation_hold,receive,Drone2
Drone3_e65,Drone3,Drone1:66;Drone2:37;Drone3:65,13.2127,relative_computed,local,
Drone3_e66,Drone3,Drone1:66;Drone2:37;Drone3:66,13.3495,relative_computed,local,
Drone2_e52,Drone2,Drone1:63;Drone2:52;Drone3:59,13.7527,processing,local,
Drone3_e67,Drone3,Drone1:66;Drone2:37;Drone3:67,13.6119,relative_computed,local,
Drone2_e53,Drone2,Drone1:63;Drone2:53;Drone3:59,13.9616,processing,send,Drone3
Drone2_e54,Drone2,Drone1:63;Drone2:54;Drone3:59,14.1204,processing,local,
Drone3_e68,Drone3,Drone1:66;Drone2:37;Drone3:68,13.8245,relative_computed,local,
Drone3_e69,Drone3,Drone1:66;Drone2:37;Drone3:69,14.0091,relative_computed,local,
Drone2_e55,Drone2,Drone1:63;Drone2:55;Drone3:59,14.3769,processing,local,
Drone3_e70,Drone3,Drone1:66;Drone2:53;Drone3:70,14.2668,relative_computed,receive,Drone2
Drone1_e74,Drone1,Drone1:74;Drone2:50;Drone3:59,14.1741,formation_hold,receive,Drone2
Drone2_e56,Drone2,Drone1:63;Drone2:56;Drone3:59,14.5939,processing,local,
Drone2_e57,Drone2,Drone1:63;Drone2:57;Drone3:59,14.6894,processing,send,Drone3
Drone1_e75,Drone1,Drone1:75;Drone2:50;Drone3:59,14.2887,formation_hold,local,
Drone2_e58,Drone2,Drone1:63;Drone2:58;Drone3:59,14.9147,processing,local,
Drone2_e59,Drone2,Drone1:63;Drone2:59;Drone3:59,15.0938,processing,local,
Drone1_e76,Drone1,Drone1:76;Drone2:50;Drone3:59,14.4609,formation_hold,send,Drone3
Drone1_e77,Drone1,Drone1:77;Drone2:50;Drone3:59,14.6723,formation_hold,local,
Drone2_e60,Drone2,Drone1:63;Drone2:60;Drone3:59,15.1481,processing,local,
Drone2_e61,Drone2,Drone1:63;Drone2:61;Drone3:59,15.2747,processing,send,Drone1
Drone3_e71,Drone3,Drone1:66;Drone2:57;Drone3:71,14.8458,relative_computed,receive,Drone2
Drone3_e72,Drone3,Drone1:66;Drone2:57;Drone3:72,14.9837,formation_hold,local,
Drone2_e62,Drone2,Drone1:63;Drone2:62;Drone3:59,15.3823,relative_computed,send,Drone3
Drone3_e73,Drone3,Drone1:76;Drone2:57;Drone3:73,15.2194,formation_hold,receive,Drone1
Drone3_e74,Drone3,Drone1:76;Drone2:62;Drone3:74,15.6170,formation_hold,receive,Drone2
Drone2_e63,Drone2,Drone1:63;Drone2:63;Drone3:59,15.6765,relative_computed,local,
Drone3_e75,Drone3,Drone1:76;Drone2:62;Drone3:75,15.9121,formation_hold,local,
Drone1_e78,Drone1,Drone1:78;Drone2:61;Drone3:59,15.3696,formation_hold,receive,Drone2
Drone1_e79,Drone1,Drone1:79;Drone2:61;Drone3:59,15.4512,formation_hold,local,
Drone1_e80,Drone1,Drone1:80;Drone2:61;Drone3:59,15.6395,formation_hold,local,
Drone3_e76,Drone3,Drone1:76;Drone2:62;Drone3:76,16.1216,formation_hold,local,
Drone2_e64,Drone2,Drone1:63;Drone2:64;Drone3:59,15.8700,relative_computed,send,Drone1
Drone2_e65,Drone2,Drone1:63;Drone2:65;Drone3:59,16.0052,relative_computed,local,
Drone1_e81,Drone1,Drone1:81;Drone2:64;Drone3:59,15.9485,formation_hold,receive,Drone2
Drone1_e82,Drone1,Drone1:82;Drone2:64;Drone3:59,16.0170,idle,local,
Drone3_e77,Drone3,Drone1:76;Drone2:62;Drone3:77,16.2095,formation_hold,local,
Drone3_e78,Drone3,Drone1:76;Drone2:62;Drone3:78,16.2808,formation_hold,local,
Drone1_e83,Drone1,Drone1:83;Drone2:64;Drone3:59,16.2186,idle,send,Drone3
Drone3_e79,Drone3,Drone1:83;Drone2:64;Drone3:79,16.4434,formation_hold,receive,Drone1
Drone2_e66,Drone2,Drone1:63;Drone2:66;Drone3:59,16.1315,relative_computed,send,Drone3
Drone3_e80,Drone3,Drone1:83;Drone2:66;Drone3:80,16.7303,formation_hold,receive,Drone2
Drone1_e84,Drone1,Drone1:84;Drone2:64;Drone3:59,16.3348,idle,local,
Drone1_e85,Drone1,Drone1:85;Drone2:64;Drone3:59,16.5228,idle,send,Drone2
Drone1_e86,Drone1,Drone1:86;Drone2:64;Drone3:59,16.7451,idle,send,Drone3
Drone2_e67,Drone2,Drone1:85;Drone2:67;Drone3:59,16.6448,relative_computed,receive,Drone1
Drone2_e68,Drone2,Drone1:85;Drone2:68;Drone3:59,16.8083,relative_computed,local,
Drone3_e81,Drone3,Drone1:86;Drone2:66;Drone3:81,16.9921,formation_hold,receive,Drone1
Drone3_e82,Drone3,Drone1:86;Drone2:66;Drone3:82,17.2431,idle,local,
Drone1_e87,Drone1,Drone1:87;Drone2:64;Drone3:59,16.9313,idle,local,
Drone3_e83,Drone3,Drone1:86;Drone2:66;Drone3:83,17.4997,idle,send,Drone2
Drone1_e88,Drone1,Drone1:88;Drone2:64;Drone3:59,17.1300,idle,send,Drone3
Drone3_e84,Drone3,Drone1:86;Drone2:66;Drone3:84,17.6595,idle,local,
Drone2_e69,Drone2,Drone1:85;Drone2:69;Drone3:59,17.0332,relative_computed,local,
Drone2_e70,Drone2,Drone1:85;Drone2:70;Drone3:59,17.2067,relative_computed,local,
Drone1_e89,Drone1,Drone1:89;Drone2:64;Drone3:59,17.4024,idle,local,
Drone3_e85,Drone3,Drone1:88;Drone2:66;Drone3:85,17.7160,idle,receive,Drone1
Drone1_e90,Drone1,Drone1:90;Drone2:64;Drone3:59,17.6614,idle,local,
Drone3_e86,Drone3,Drone1:88;Drone2:66;Drone3:86,17.7712,idle,local,
Drone3_e87,Drone3,Drone1:88;Drone2:66;Drone3:87,17.9652,idle,local,
Drone1_e91,Drone1,Drone1:91;Drone2:64;Drone3:59,17.8742,idle,local,
Drone2_e71,Drone2,Drone1:86;Drone2:71;Drone3:83,17.7084,relative_computed,receive,Drone3
Drone2_e72,Drone2,Drone1:86;Drone2:72;Drone3:83,17.8759,formation_hold,local,
Drone2_e73,Drone2,Drone1:86;Drone2:73;Drone3:83,18.0934,formation_hold,local,
Drone1_e92,Drone1,Drone1:92;Drone2:64;Drone3:59,18.0977,scanning,local,
Drone2_e74,Drone2,Drone1:86;Drone2:74;Drone3:83,18.2436,formation_hold,local,
Drone3_e88,Drone3,Drone1:88;Drone2:66;Drone3:88,18.0938,idle,send,Drone1
Drone2_e75,Drone2,Drone1:86;Drone2:75;Drone3:83,18.5098,formation_hold,send,Drone3
Drone1_e93,Drone1,Drone1:93;Drone2:64;Drone3:59,18.2833,scanning,local,
Drone2_e76,Drone2,Drone1:86;Drone2:76;Drone3:83,18.7154,formation_hold,send,Drone3
Drone2_e77,Drone2,Drone1:86;Drone2:77;Drone3:83,18.9554,formation_hold,local,
Drone1_e94,Drone1,Drone1:94;Drone2:66;Drone3:88,18.5652,scanning,receive,Drone3
Drone2_e78,Drone2,Drone1:86;Drone2:78;Drone3:83,19.1266,formation_hold,local,
Drone1_e95,Drone1,Drone1:95;Drone2:66;Drone3:88,18.7674,scanning,local,
Drone1_e96,Drone1,Drone1:96;Drone2:66;Drone3:88,18.8951,scanning,local,
Drone1_e97,Drone1,Drone1:97;Drone2:66;Drone3:88,18.9684,scanning,local,
Drone1_e98,Drone1,Drone1:98;Drone2:66;Drone3:88,19.0478,scanning,local,
Drone1_e99,Drone1,Drone1:99;Drone2:66;Drone3:88,19.2770,scanning,local,
Drone3_e89,Drone3,Drone1:88;Drone2:66;Drone3:89,18.2477,idle,local,
Drone2_e79,Drone2,Drone1:86;Drone2:79;Drone3:83,19.2376,formation_hold,local,
Drone3_e90,Drone3,Drone1:88;Drone2:75;Drone3:90,18.7903,idle,receive,Drone2
Drone3_e91,Drone3,Drone1:88;Drone2:75;Drone3:91,18.8744,idle,local,
Drone1_e100,Drone1,Drone1:100;Drone2:66;Drone3:88,19.4119,scanning,send,Drone3
Drone3_e92,Drone3,Drone1:100;Drone2:75;Drone3:92,19.5326,scanning,receive,Drone1
Drone2_e80,Drone2,Drone1:86;Drone2:80;Drone3:83,19.4325,formation_hold,local,
Drone3_e93,Drone3,Drone1:100;Drone2:75;Drone3:93,19.6198,scanning,local,
Drone3_e94,Drone3,Drone1:100;Drone2:75;Drone3:94,19.7529,scanning,local,
Drone3_e95,Drone3,Drone1:100;Drone2:76;Drone3:95,20.0203,scanning,receive,Drone2
Drone3_e96,Drone3,Drone1:100;Drone2:76;Drone3:96,20.1287,scanning,send,Drone2
Drone2_e81,Drone2,Drone1:100;Drone2:81;Drone3:96,20.3550,formation_hold,receive,Drone3
Drone2_e82,Drone2,Drone1:100;Drone2:82;Drone3:96,20.5709,idle,local,
Drone3_e97,Drone3,Drone1:100;Drone2:76;Drone3:97,20.3025,scanning,local,
Drone1_e101,Drone1,Drone1:101;Drone2:66;Drone3:88,19.6793,scanning,send,Drone3
Drone2_e83,Drone2,Drone1:100;Drone2:83;Drone3:96,20.6247,idle,send,Drone3
Drone1_e102,Drone1,Drone1:102;Drone2:66;Drone3:88,19.8930,target_found,local,
Drone1_e103,Drone1,Drone1:103;Drone2:66;Drone3:88,20.0277,target_found,send,Drone3
Drone3_e98,Drone3,Drone1:101;Drone2:76;Drone3:98,20.5655,scanning,receive,Drone1
Drone3_e99,Drone3,Drone1:101;Drone2:76;Drone3:99,20.7105,scanning,local,
Drone2_e84,Drone2,Drone1:100;Drone2:84;Drone3:96,20.8966,idle,local,
Drone2_e85,Drone2,Drone1:100;Drone2:85;Drone3:96,20.9556,idle,local,
Drone1_e104,Drone1,Drone1:104;Drone2:66;Drone3:88,20.3270,target_found,send,Drone3
Drone3_e100,Drone3,Drone1:103;Drone2:76;Drone3:100,20.9506,scanning,receive,Drone1
