recv_prep_P2_02,P2,C:16;P1:5;P2:9;P3:5,10.246,,receive,C
recv_prep_P3_02,P3,C:17;P1:5;P2:5;P3:9,10.381,,receive,C
vote_yes_P2_02,P2,C:16;P1:5;P2:10;P3:5,10.676,vote_yes_P2,local,
vote_yes_P1_02,P1,C:15;P1:10;P2:5;P3:5,10.876,vote_yes_P1,local,
prepared_P1_02,P1,C:15;P1:11;P2:5;P3:5,10.926,prepared_P1,local,
prepared_P2_02,P2,C:16;P1:5;P2:11;P3:5,10.976,prepared_P2,local,
vote_yes_P3_02,P3,C:17;P1:5;P2:5;P3:10,11.176,vote_yes_P3,local,
prepared_P3_02,P3,C:17;P1:5;P2:5;P3:11,11.226,prepared_P3,local,
send_yes_P1_02,P1,C:15;P1:12;P2:5;P3:5,11.463,,send,C
send_yes_P2_02,P2,C:16;P1:5;P2:12;P3:5,11.621,,send,C
send_yes_P3_02,P3,C:17;P1:5;P2:5;P3:12,11.680,,send,C
recv_yes_P1_02,C,C:18;P1:8;P2:5;P3:5,12.202,,receive,P1
recv_yes_P2_02,C,C:19;P1:8;P2:8;P3:5,12.305,,receive,P2
recv_yes_P3_02,C,C:20;P1:8;P2:8;P3:8,12.384,,receive,P3
decide_commit_02,C,C:21;P1:8;P2:8;P3:8,12.647,committed,local,
commit_cmd_P1_02,C,C:22;P1:8;P2:8;P3:8,12.831,,send,P1
commit_cmd_P2_02,C,C:23;P1:8;P2:8;P3:8,12.988,,send,P2
commit_cmd_P3_02,C,C:24;P1:8;P2:8;P3:8,13.081,,send,P3
recv_commit_P1_02,P1,C:22;P1:13;P2:8;P3:8,13.644,,receive,C
recv_commit_P2_02,P2,C:23;P1:8;P2:13;P3:8,13.779,,receive,C
recv_commit_P3_02,P3,C:24;P1:8;P2:8;P3:13,13.885,,receive,C
local_commit_P1_02,P1,C:22;P1:14;P2:8;P3:8,14.138,local_commit_P1,local,
local_commit_P2_02,P2,C:23;P1:8;P2:14;P3:8,14.289,local_commit_P2,local,
local_commit_P3_02,P3,C:24;P1:8;P2:8;P3:14,14.337,local_commit_P3,local,
ack_P1_02,P1,C:22;P1:15;P2:8;P3:8,14.628,,send,C
ack_P2_02,P2,C:23;P1:8;P2:15;P3:8,14.820,,send,C
ack_P3_02,P3,C:24;P1:8;P2:8;P3:15,14.855,,send,C
tx_done_02,C,C:25;P1:8;P2:8;P3:8,15.639,,local,
begin_tx_03,C,C:26;P1:8;P2:8;P3:8,17.424,,local,
prepare_P1_03,C,C:27;P1:8;P2:8;P3:8,17.532,,send,P1
prepare_P2_03,C,C:28;P1:8;P2:8;P3:8,17.632,,send,P2
prepare_P3_03,C,C:29;P1:8;P2:8;P3:8,17.761,,send,P3
recv_prep_P1_03,P1,C:27;P1:16;P2:8;P3:8,18.459,,receive,C
recv_prep_P2_03,P2,C:28;P1:8;P2:16;P3:8,18.528,,receive,C
recv_prep_P3_03,P3,C:29;P1:8;P2:8;P3:16,18.623,,receive,C
vote_yes_P2_03,P2,C:28;P1:8;P2:17;P3:8,18.951,vote_yes_P2,local,
vote_yes_P1_03,P1,C:27;P1:17;P2:8;P3:8,19.151,vote_yes_P1,local,
prepared_P1_03,P1,C:27;P1:18;P2:8;P3:8,19.201,prepared_P1,local,
prepared_P2_03,P2,C:28;P1:8;P2:18;P3:8,19.251,prepared_P2,local,
vote_yes_P3_03,P3,C:29;P1:8;P2:8;P3:17,19.451,vote_yes_P3,local,
prepared_P3_03,P3,C:29;P1:8;P2:8;P3:18,19.501,prepared_P3,local,
send_yes_P1_03,P1,C:27;P1:19;P2:8;P3:8,19.784,,send,C
send_yes_P2_03,P2,C:28;P1:8;P2:19;P3:8,19.812,,send,C
send_yes_P3_03,P3,C:29;P1:8;P2:8;P3:19,19.948,,send,C
recv_yes_P1_03,C,C:30;P1:12;P2:8;P3:8,20.404,,receive,P1
recv_yes_P2_03,C,C:31;P1:12;P2:12;P3:8,20.557,,receive,P2
recv_yes_P3_03,C,C:32;P1:12;P2:12;P3:12,20.620,,receive,P3
decide_commit_03,C,C:33;P1:12;P2:12;P3:12,20.905,committed,local,
commit_cmd_P1_03,C,C:34;P1:12;P2:12;P3:12,21.196,,send,P1
commit_cmd_P2_03,C,C:35;P1:12;P2:12;P3:12,21.247,,send,P2
commit_cmd_P3_03,C,C:36;P1:12;P2:12;P3:12,21.312,,send,P3
recv_commit_P1_03,P1,C:34;P1:20;P2:12;P3:12,21.920,,receive,C
recv_commit_P2_03,P2,C:35;P1:12;P2:20;P3:12,22.072,,receive,C
recv_commit_P3_03,P3,C:36;P1:12;P2:12;P3:20,22.159,,receive,C
local_commit_P1_03,P1,C:34;P1:21;P2:12;P3:12,22.498,local_commit_P1,local,
local_commit_P2_03,P2,C:35;P1:12;P2:21;P3:12,22.517,local_commit_P2,local,
local_commit_P3_03,P3,C:36;P1:12;P2:12;P3:21,22.697,local_commit_P3,local,
ack_P1_03,P1,C:34;P1:22;P2:12;P3:12,22.953,,send,C
ack_P2_03,P2,C:35;P1:12;P2:22;P3:12,23.040,,send,C
ack_P3_03,P3,C:36;P1:12;P2:12;P3:22,23.145,,send,C
tx_done_03,C,C:37;P1:12;P2:12;P3:12,23.987,,local,
begin_tx_04,C,C:38;P1:12;P2:12;P3:12,25.125,,local,
prepare_P1_04,C,C:39;P1:12;P2:12;P3:12,25.210,,send,P1
prepare_P2_04,C,C:40;P1:12;P2:12;P3:12,25.309,,send,P2
prepare_P3_04,C,C:41;P1:12;P2:12;P3:12,25.404,,send,P3
recv_prep_P1_04,P1,C:39;P1:23;P2:12;P3:12,26.099,,receive,C
recv_prep_P2_04,P2,C:40;P1:12;P2:23;P3:12,26.197,,receive,C
recv_prep_P3_04,P3,C:41;P1:12;P2:12;P3:23,26.294,,receive,C
vote_yes_P2_04,P2,C:40;P1:12;P2:24;P3:12,26.596,vote_yes_P2,local,
vote_yes_P1_04,P1,C:39;P1:24;P2:12;P3:12,26.796,vote_yes_P1,local,
prepared_P1_04,P1,C:39;P1:25;P2:12;P3:12,26.846,prepared_P1,local,
prepared_P2_04,P2,C:40;P1:12;P2:25;P3:12,26.896,prepared_P2,local,
vote_yes_P3_04,P3,C:41;P1:12;P2:12;P3:24,27.096,vote_yes_P3,local,
prepared_P3_04,P3,C:41;P1:12;P2:12;P3:25,27.146,prepared_P3,local,
send_yes_P1_04,P1,C:39;P1:26;P2:12;P3:12,27.427,,send,C
send_yes_P2_04,P2,C:40;P1:12;P2:26;P3:12,27.482,,send,C
send_yes_P3_04,P3,C:41;P1:12;P2:12;P3:26,27.633,,send,C
recv_yes_P1_04,C,C:42;P1:15;P2:12;P3:12,28.119,,receive,P1
recv_yes_P2_04,C,C:43;P1:15;P2:15;P3:12,28.232,,receive,P2
recv_yes_P3_04,C,C:44;P1:15;P2:15;P3:15,28.330,,receive,P3
decide_commit_04,C,C:45;P1:15;P2:15;P3:15,28.628,committed,local,
commit_cmd_P1_04,C,C:46;P1:15;P2:15;P3:15,28.810,,send,P1
commit_cmd_P2_04,C,C:47;P1:15;P2:15;P3:15,28.864,,send,P2
commit_cmd_P3_04,C,C:48;P1:15;P2:15;P3:15,28.973,,send,P3
recv_commit_P1_04,P1,C:46;P1:27;P2:15;P3:15,29.575,,receive,C
recv_commit_P2_04,P2,C:47;P1:15;P2:27;P3:15,29.688,,receive,C
recv_commit_P3_04,P3,C:48;P1:15;P2:15;P3:27,29.764,,receive,C
local_commit_P1_04,P1,C:46;P1:28;P2:15;P3:15,30.083,local_commit_P1,local,
local_commit_P2_04,P2,C:47;P1:15;P2:28;P3:15,30.149,local_commit_P2,local,
local_commit_P3_04,P3,C:48;P1:15;P2:15;P3:28,30.303,local_commit_P3,local,
ack_P1_04,P1,C:46;P1:29;P2:15;P3:15,30.629,,send,C
ack_P2_04,P2,C:47;P1:15;P2:29;P3:15,30.659,,send,C
ack_P3_04,P3,C:48;P1:15;P2:15;P3:29,30.760,,send,C
tx_done_04,C,C:49;P1:15;P2:15;P3:15,31.602,,local,
begin_tx_05,C,C:50;P1:15;P2:15;P3:15,33.589,,local,
prepare_P1_05,C,C:51;P1:15;P2:15;P3:15,33.680,,send,P1
prepare_P2_05,C,C:52;P1:15;P2:15;P3:15,33.797,,send,P2
prepare_P3_05,C,C:53;P1:15;P2:15;P3:15,33.910,,send,P3
recv_prep_P1_05,P1,C:51;P1:30;P2:15;P3:15,34.577,,receive,C
recv_prep_P2_05,P2,C:52;P1:15;P2:30;P3:15,34.713,,receive,C
recv_prep_P3_05,P3,C:53;P1:15;P2:15;P3:30,34.793,,receive,C
vote_yes_P2_05,P2,C:52;P1:15;P2:31;P3:15,35.095,vote_yes_P2,local,
vote_yes_P1_05,P1,C:51;P1:31;P2:15;P3:15,35.295,vote_yes_P1,local,
prepared_P1_05,P1,C:51;P1:32;P2:15;P3:15,35.345,prepared_P1,local,
prepared_P2_05,P2,C:52;P1:15;P2:32;P3:15,35.395,prepared_P2,local,
vote_yes_P3_05,P3,C:53;P1:15;P2:15;P3:31,35.595,vote_yes_P3,local,
prepared_P3_05,P3,C:53;P1:15;P2:15;P3:32,35.645,prepared_P3,local,
send_yes_P1_05,P1,C:51;P1:33;P2:15;P3:15,35.861,,send,C
send_yes_P2_05,P2,C:52;P1:15;P2:33;P3:15,35.988,,send,C
send_yes_P3_05,P3,C:53;P1:15;P2:15;P3:33,36.109,,send,C
recv_yes_P1_05,C,C:54;P1:19;P2:15;P3:15,36.619,,receive,P1
recv_yes_P2_05,C,C:55;P1:19;P2:19;P3:15,36.732,,receive,P2
recv_yes_P3_05,C,C:56;P1:19;P2:19;P3:19,36.768,,receive,P3
decide_commit_05,C,C:57;P1:19;P2:19;P3:19,37.121,committed,local,
commit_cmd_P1_05,C,C:58;P1:19;P2:19;P3:19,37.273,,send,P1
commit_cmd_P2_05,C,C:59;P1:19;P2:19;P3:19,37.386,,send,P2
commit_cmd_P3_05,C,C:60;P1:19;P2:19;P3:19,37.518,,send,P3
recv_commit_P1_05,P1,C:58;P1:34;P2:19;P3:19,38.125,,receive,C
recv_commit_P2_05,P2,C:59;P1:19;P2:34;P3:19,38.224,,receive,C
recv_commit_P3_05,P3,C:60;P1:19;P2:19;P3:34,38.280,,receive,C
local_commit_P1_05,P1,C:58;P1:35;P2:19;P3:19,38.556,local_commit_P1,local,
local_commit_P2_05,P2,C:59;P1:19;P2:35;P3:19,38.712,local_commit_P2,local,
local_commit_P3_05,P3,C:60;P1:19;P2:19;P3:35,38.765,local_commit_P3,local,
ack_P1_05,P1,C:58;P1:36;P2:19;P3:19,39.059,,send,C
ack_P2_05,P2,C:59;P1:19;P2:36;P3:19,39.180,,send,C
ack_P3_05,P3,C:60;P1:19;P2:19;P3:36,39.284,,send,C
tx_done_05,C,C:61;P1:19;P2:19;P3:19,40.074,,local,
begin_tx_06,C,C:62;P1:19;P2:19;P3:19,41.347,,local,
prepare_P1_06,C,C:63;P1:19;P2:19;P3:19,41.422,,send,P1
prepare_P2_06,C,C:64;P1:19;P2:19;P3:19,41.544,,send,P2
prepare_P3_06,C,C:65;P1:19;P2:19;P3:19,41.661,,send,P3
recv_prep_P1_06,P1,C:63;P1:37;P2:19;P3:19,42.359,,receive,C
recv_prep_P2_06,P2,C:64;P1:19;P2:37;P3:19,42.473,,receive,C
recv_prep_P3_06,P3,C:65;P1:19;P2:19;P3:37,42.547,,receive,C
vote_yes_P2_06,P2,C:64;P1:19;P2:38;P3:19,42.851,vote_yes_P2,local,
vote_yes_P1_06,P1,C:63;P1:38;P2:19;P3:19,43.051,vote_yes_P1,local,
prepared_P1_06,P1,C:63;P1:39;P2:19;P3:19,43.101,prepared_P1,local,
prepared_P2_06,P2,C:64;P1:19;P2:39;P3:19,43.151,prepared_P2,local,
vote_yes_P3_06,P3,C:65;P1:19;P2:19;P3:38,43.351,vote_yes_P3,local,
prepared_P3_06,P3,C:65;P1:19;P2:19;P3:39,43.401,prepared_P3,local,
send_yes_P1_06,P1,C:63;P1:40;P2:19;P3:19,43.613,,send,C
send_yes_P2_06,P2,C:64;P1:19;P2:40;P3:19,43.779,,send,C
send_yes_P3_06,P3,C:65;P1:19;P2:19;P3:40,43.890,,send,C
recv_yes_P1_06,C,C:66;P1:22;P2:19;P3:19,44.355,,receive,P1
recv_yes_P2_06,C,C:67;P1:22;P2:22;P3:19,44.410,,receive,P2
recv_yes_P3_06,C,C:68;P1:22;P2:22;P3:22,44.506,,receive,P3
decide_commit_06,C,C:69;P1:22;P2:22;P3:22,44.897,committed,local,
commit_cmd_P1_06,C,C:70;P1:22;P2:22;P3:22,45.041,,send,P1
commit_cmd_P2_06,C,C:71;P1:22;P2:22;P3:22,45.122,,send,P2
commit_cmd_P3_06,C,C:72;P1:22;P2:22;P3:22,45.287,,send,P3
recv_commit_P1_06,P1,C:70;P1:41;P2:22;P3:22,45.899,,receive,C
recv_commit_P2_06,P2,C:71;P1:22;P2:41;P3:22,45.960,,receive,C
recv_commit_P3_06,P3,C:72;P1:22;P2:22;P3:41,46.035,,receive,C
local_commit_P1_06,P1,C:70;P1:42;P2:22;P3:22,46.382,local_commit_P1,local,
local_commit_P2_06,P2,C:71;P1:22;P2:42;P3:22,46.496,local_commit_P2,local,
local_commit_P3_06,P3,C:72;P1:22;P2:22;P3:42,46.510,local_commit_P3,local,
ack_P1_06,P1,C:70;P1:43;P2:22;P3:22,46.866,,send,C
ack_P2_06,P2,C:71;P1:22;P2:43;P3:22,46.927,,send,C
ack_P3_06,P3,C:72;P1:22;P2:22;P3:43,47.006,,send,C
tx_done_06,C,C:73;P1:22;P2:22;P3:22,47.851,,local,
begin_tx_07,C,C:74;P1:22;P2:22;P3:22,48.992,,local,
prepare_P1_07,C,C:75;P1:22;P2:22;P3:22,49.071,,send,P1
prepare_P2_07,C,C:76;P1:22;P2:22;P3:22,49.152,,send,P2
prepare_P3_07,C,C:77;P1:22;P2:22;P3:22,49.273,,send,P3
recv_prep_P1_07,P1,C:75;P1:44;P2:22;P3:22,49.955,,receive,C
recv_prep_P2_07,P2,C:76;P1:22;P2:44;P3:22,50.083,,receive,C
recv_prep_P3_07,P3,C:77;P1:22;P2:22;P3:44,50.151,,receive,C
vote_yes_P2_07,P2,C:76;P1:22;P2:45;P3:22,50.464,vote_yes_P2,local,
vote_yes_P1_07,P1,C:75;P1:45;P2:22;P3:22,50.664,vote_yes_P1,local,
prepared_P1_07,P1,C:75;P1:46;P2:22;P3:22,50.714,prepared_P1,local,
prepared_P2_07,P2,C:76;P1:22;P2:46;P3:22,50.764,prepared_P2,local,
vote_yes_P3_07,P3,C:77;P1:22;P2:22;P3:45,50.964,vote_yes_P3,local,
prepared_P3_07,P3,C:77;P1:22;P2:22;P3:46,51.014,prepared_P3,local,
send_yes_P1_07,P1,C:75;P1:47;P2:22;P3:22,51.260,,send,C
send_yes_P2_07,P2,C:76;P1:22;P2:47;P3:22,51.375,,send,C
send_yes_P3_07,P3,C:77;P1:22;P2:22;P3:47,51.486,,send,C
recv_yes_P1_07,C,C:78;P1:26;P2:22;P3:22,52.007,,receive,P1
recv_yes_P2_07,C,C:79;P1:26;P2:26;P3:22,52.074,,receive,P2
recv_yes_P3_07,C,C:80;P1:26;P2:26;P3:26,52.164,,receive,P3
decide_commit_07,C,C:81;P1:26;P2:26;P3:26,52.478,committed,local,
commit_cmd_P1_07,C,C:82;P1:26;P2:26;P3:26,52.633,,send,P1
commit_cmd_P2_07,C,C:83;P1:26;P2:26;P3:26,52.731,,send,P2
commit_cmd_P3_07,C,C:84;P1:26;P2:26;P3:26,52.846,,send,P3
recv_commit_P1_07,P1,C:82;P1:48;P2:26;P3:26,53.451,,receive,C
recv_commit_P2_07,P2,C:83;P1:26;P2:48;P3:26,53.595,,receive,C
recv_commit_P3_07,P3,C:84;P1:26;P2:26;P3:48,53.629,,receive,C
local_commit_P1_07,P1,C:82;P1:49;P2:26;P3:26,53.961,local_commit_P1,local,
local_commit_P2_07,P2,C:83;P1:26;P2:49;P3:26,54.029,local_commit_P2,local,
local_commit_P3_07,P3,C:84;P1:26;P2:26;P3:49,54.199,local_commit_P3,local,
ack_P1_07,P1,C:82;P1:50;P2:26;P3:26,54.443,,send,C
ack_P2_07,P2,C:83;P1:26;P2:50;P3:26,54.608,,send,C
ack_P3_07,P3,C:84;P1:26;P2:26;P3:50,54.620,,send,C
tx_done_07,C,C:85;P1:26;P2:26;P3:26,55.491,,local,
begin_tx_08,C,C:86;P1:26;P2:26;P3:26,56.545,,local,
prepare_P1_08,C,C:87;P1:26;P2:26;P3:26,56.651,,send,P1
prepare_P2_08,C,C:88;P1:26;P2:26;P3:26,56.764,,send,P2
prepare_P3_08,C,C:89;P1:26;P2:26;P3:26,56.828,,send,P3
recv_prep_P1_08,P1,C:87;P1:51;P2:26;P3:26,57.524,,receive,C
recv_prep_P2_08,P2,C:88;P1:26;P2:51;P3:26,57.661,,receive,C
recv_prep_P3_08,P3,C:89;P1:26;P2:26;P3:51,57.715,,receive,C
vote_yes_P2_08,P2,C:88;P1:26;P2:52;P3:26,58.035,vote_yes_P2,local,
vote_yes_P1_08,P1,C:87;P1:52;P2:26;P3:26,58.235,vote_yes_P1,local,
prepared_P1_08,P1,C:87;P1:53;P2:26;P3:26,58.285,prepared_P1,local,
prepared_P2_08,P2,C:88;P1:26;P2:53;P3:26,58.335,prepared_P2,local,
vote_yes_P3_08,P3,C:89;P1:26;P2:26;P3:52,58.535,vote_yes_P3,local,
prepared_P3_08,P3,C:89;P1:26;P2:26;P3:53,58.585,prepared_P3,local,
send_yes_P1_08,P1,C:87;P1:54;P2:26;P3:26,58.877,,send,C
send_yes_P2_08,P2,C:88;P1:26;P2:54;P3:26,58.927,,send,C
send_yes_P3_08,P3,C:89;P1:26;P2:26;P3:54,59.053,,send,C
recv_yes_P1_08,C,C:90;P1:29;P2:26;P3:26,59.491,,receive,P1
recv_yes_P2_08,C,C:91;P1:29;P2:29;P3:26,59.655,,receive,P2
recv_yes_P3_08,C,C:92;P1:29;P2:29;P3:29,59.713,,receive,P3
decide_commit_08,C,C:93;P1:29;P2:29;P3:29,60.001,committed,local,
commit_cmd_P1_08,C,C:94;P1:29;P2:29;P3:29,60.234,,send,P1
commit_cmd_P2_08,C,C:95;P1:29;P2:29;P3:29,60.328,,send,P2
commit_cmd_P3_08,C,C:96;P1:29;P2:29;P3:29,60.434,,send,P3
recv_commit_P1_08,P1,C:94;P1:55;P2:29;P3:29,61.065,,receive,C
recv_commit_P2_08,P2,C:95;P1:29;P2:55;P3:29,61.168,,receive,C
recv_commit_P3_08,P3,C:96;P1:29;P2:29;P3:55,61.256,,receive,C
local_commit_P1_08,P1,C:94;P1:56;P2:29;P3:29,61.506,local_commit_P1,local,
local_commit_P2_08,P2,C:95;P1:29;P2:56;P3:29,61.658,local_commit_P2,local,
local_commit_P3_08,P3,C:96;P1:29;P2:29;P3:56,61.701,local_commit_P3,local,
ack_P1_08,P1,C:94;P1:57;P2:29;P3:29,61.992,,send,C
ack_P2_08,P2,C:95;P1:29;P2:57;P3:29,62.131,,send,C
ack_P3_08,P3,C:96;P1:29;P2:29;P3:57,62.219,,send,C
tx_done_08,C,C:97;P1:29;P2:29;P3:29,63.069,,local,
begin_tx_09,C,C:98;P1:29;P2:29;P3:29,64.147,,local,
prepare_P1_09,C,C:99;P1:29;P2:29;P3:29,64.255,,send,P1
prepare_P2_09,C,C:100;P1:29;P2:29;P3:29,64.365,,send,P2
prepare_P3_09,C,C:101;P1:29;P2:29;P3:29,64.463,,send,P3
recv_prep_P1_09,P1,C:99;P1:58;P2:29;P3:29,65.147,,receive,C
recv_prep_P2_09,P2,C:100;P1:29;P2:58;P3:29,65.254,,receive,C
recv_prep_P3_09,P3,C:101;P1:29;P2:29;P3:58,65.361,,receive,C
vote_yes_P2_09,P2,C:100;P1:29;P2:59;P3:29,65.665,vote_yes_P2,local,
vote_yes_P1_09,P1,C:99;P1:59;P2:29;P3:29,65.865,vote_yes_P1,local,
prepared_P1_09,P1,C:99;P1:60;P2:29;P3:29,65.915,prepared_P1,local,
prepared_P2_09,P2,C:100;P1:29;P2:60;P3:29,65.965,prepared_P2,local,
vote_yes_P3_09,P3,C:101;P1:29;P2:29;P3:59,66.165,vote_yes_P3,local,
prepared_P3_09,P3,C:101;P1:29;P2:29;P3:60,66.215,prepared_P3,local,
send_yes_P1_09,P1,C:99;P1:61;P2:29;P3:29,66.492,,send,C
send_yes_P2_09,P2,C:100;P1:29;P2:61;P3:29,66.525,,send,C
send_yes_P3_09,P3,C:101;P1:29;P2:29;P3:61,66.658,,send,C
recv_yes_P1_09,C,C:102;P1:33;P2:29;P3:29,67.198,,receive,P1
recv_yes_P2_09,C,C:103;P1:33;P2:33;P3:29,67.297,,receive,P2
recv_yes_P3_09,C,C:104;P1:33;P2:33;P3:33,67.350,,receive,P3
decide_commit_09,C,C:105;P1:33;P2:33;P3:33,67.634,committed,local,
commit_cmd_P1_09,C,C:106;P1:33;P2:33;P3:33,67.871,,send,P1
commit_cmd_P2_09,C,C:107;P1:33;P2:33;P3:33,67.987,,send,P2
commit_cmd_P3_09,C,C:108;P1:33;P2:33;P3:33,68.104,,send,P3
recv_commit_P1_09,P1,C:106;P1:62;P2:33;P3:33,68.696,,receive,C
recv_commit_P2_09,P2,C:107;P1:33;P2:62;P3:33,68.809,,receive,C
recv_commit_P3_09,P3,C:108;P1:33;P2:33;P3:62,68.902,,receive,C
local_commit_P1_09,P1,C:106;P1:63;P2:33;P3:33,69.196,local_commit_P1,local,
local_commit_P2_09,P2,C:107;P1:33;P2:63;P3:33,69.311,local_commit_P2,local,
local_commit_P3_09,P3,C:108;P1:33;P2:33;P3:63,69.360,local_commit_P3,local,
ack_P1_09,P1,C:106;P1:64;P2:33;P3:33,69.651,,send,C
ack_P2_09,P2,C:107;P1:33;P2:64;P3:33,69.770,,send,C
ack_P3_09,P3,C:108;P1:33;P2:33;P3:64,69.908,,send,C
tx_done_09,C,C:109;P1:33;P2:33;P3:33,70.673,,local,
begin_tx_10,C,C:110;P1:33;P2:33;P3:33,72.334,,local,
prepare_P1_10,C,C:111;P1:33;P2:33;P3:33,72.391,,send,P1
prepare_P2_10,C,C:112;P1:33;P2:33;P3:33,72.535,,send,P2
prepare_P3_10,C,C:113;P1:33;P2:33;P3:33,72.595,,send,P3
recv_prep_P1_10,P1,C:111;P1:65;P2:33;P3:33,73.285,,receive,C
recv_prep_P2_10,P2,C:112;P1:33;P2:65;P3:33,73.439,,receive,C
recv_prep_P3_10,P3,C:113;P1:33;P2:33;P3:65,73.486,,receive,C
vote_yes_P2_10,P2,C:112;P1:33;P2:66;P3:33,73.814,vote_yes_P2,local,
vote_yes_P1_10,P1,C:111;P1:66;P2:33;P3:33,74.014,vote_yes_P1,local,
prepared_P1_10,P1,C:111;P1:67;P2:33;P3:33,74.064,prepared_P1,local,
prepared_P2_10,P2,C:112;P1:33;P2:67;P3:33,74.114,prepared_P2,local,
vote_yes_P3_10,P3,C:113;P1:33;P2:33;P3:66,74.314,vote_yes_P3,local,
prepared_P3_10,P3,C:113;P1:33;P2:33;P3:67,74.364,prepared_P3,local,
send_yes_P1_10,P1,C:111;P1:68;P2:33;P3:33,74.611,,send,C
send_yes_P2_10,P2,C:112;P1:33;P2:68;P3:33,74.685,,send,C
send_yes_P3_10,P3,C:113;P1:33;P2:33;P3:68,74.784,,send,C
recv_yes_P1_10,C,C:114;P1:36;P2:33;P3:33,75.343,,receive,P1
