recv_prep_P2_02,P2,C:16;P1:5;P2:9;P3:5,10.499,,receive,C
recv_prep_P3_02,P3,C:17;P1:5;P2:5;P3:9,10.574,,receive,C
vote_yes_P2_02,P2,C:16;P1:5;P2:10;P3:5,10.871,vote_yes_P2,local,
vote_yes_P1_02,P1,C:15;P1:10;P2:5;P3:5,11.071,vote_yes_P1,local,
prepared_P1_02,P1,C:15;P1:11;P2:5;P3:5,11.121,prepared_P1,local,
prepared_P2_02,P2,C:16;P1:5;P2:11;P3:5,11.171,prepared_P2,local,
vote_yes_P3_02,P3,C:17;P1:5;P2:5;P3:10,11.371,vote_yes_P3,local,
prepared_P3_02,P3,C:17;P1:5;P2:5;P3:11,11.421,prepared_P3,local,
send_yes_P1_02,P1,C:15;P1:12;P2:5;P3:5,11.689,,send,C
send_yes_P2_02,P2,C:16;P1:5;P2:12;P3:5,11.742,,send,C
send_yes_P3_02,P3,C:17;P1:5;P2:5;P3:12,11.916,,send,C
recv_yes_P1_02,C,C:18;P1:8;P2:5;P3:5,12.390,,receive,P1
recv_yes_P2_02,C,C:19;P1:8;P2:8;P3:5,12.518,,receive,P2
recv_yes_P3_02,C,C:20;P1:8;P2:8;P3:8,12.611,,receive,P3
decide_commit_02,C,C:21;P1:8;P2:8;P3:8,12.851,committed,local,
commit_cmd_P1_02,C,C:22;P1:8;P2:8;P3:8,13.058,,send,P1
commit_cmd_P2_02,C,C:23;P1:8;P2:8;P3:8,13.138,,send,P2
commit_cmd_P3_02,C,C:24;P1:8;P2:8;P3:8,13.236,,send,P3
recv_commit_P1_02,P1,C:22;P1:13;P2:8;P3:8,13.828,,receive,C
recv_commit_P2_02,P2,C:23;P1:8;P2:13;P3:8,13.952,,receive,C
recv_commit_P3_02,P3,C:24;P1:8;P2:8;P3:13,14.082,,receive,C
local_commit_P1_02,P1,C:22;P1:14;P2:8;P3:8,14.322,local_commit_P1,local,
local_commit_P2_02,P2,C:23;P1:8;P2:14;P3:8,14.489,local_commit_P2,local,
local_commit_P3_02,P3,C:24;P1:8;P2:8;P3:14,14.555,local_commit_P3,local,
ack_P1_02,P1,C:22;P1:15;P2:8;P3:8,14.852,,send,C
ack_P2_02,P2,C:23;P1:8;P2:15;P3:8,15.003,,send,C
ack_P3_02,P3,C:24;P1:8;P2:8;P3:15,15.069,,send,C
tx_done_02,C,C:25;P1:8;P2:8;P3:8,15.853,,local,
begin_tx_03,C,C:26;P1:8;P2:8;P3:8,17.365,,local,
prepare_P1_03,C,C:27;P1:8;P2:8;P3:8,17.426,,send,P1
prepare_P2_03,C,C:28;P1:8;P2:8;P3:8,17.581,,send,P2
prepare_P3_03,C,C:29;P1:8;P2:8;P3:8,17.624,,send,P3
recv_prep_P1_03,P1,C:27;P1:16;P2:8;P3:8,18.368,,receive,C
recv_prep_P2_03,P2,C:28;P1:8;P2:16;P3:8,18.473,,receive,C
recv_prep_P3_03,P3,C:29;P1:8;P2:8;P3:16,18.524,,receive,C
vote_yes_P2_03,P2,C:28;P1:8;P2:17;P3:8,18.853,vote_yes_P2,local,
vote_yes_P1_03,P1,C:27;P1:17;P2:8;P3:8,19.053,vote_yes_P1,local,
prepared_P1_03,P1,C:27;P1:18;P2:8;P3:8,19.103,prepared_P1,local,
prepared_P2_03,P2,C:28;P1:8;P2:18;P3:8,19.153,prepared_P2,local,
vote_yes_P3_03,P3,C:29;P1:8;P2:8;P3:17,19.353,vote_yes_P3,local,
prepared_P3_03,P3,C:29;P1:8;P2:8;P3:18,19.403,prepared_P3,local,
send_yes_P1_03,P1,C:27;P1:19;P2:8;P3:8,19.681,,send,C
send_yes_P2_03,P2,C:28;P1:8;P2:19;P3:8,19.739,,send,C
send_yes_P3_03,P3,C:29;P1:8;P2:8;P3:19,19.860,,send,C
recv_yes_P1_03,C,C:30;P1:12;P2:8;P3:8,20.304,,receive,P1
recv_yes_P2_03,C,C:31;P1:12;P2:12;P3:8,20.407,,receive,P2
recv_yes_P3_03,C,C:32;P1:12;P2:12;P3:12,20.521,,receive,P3
decide_commit_03,C,C:33;P1:12;P2:12;P3:12,20.898,committed,local,
commit_cmd_P1_03,C,C:34;P1:12;P2:12;P3:12,21.022,,send,P1
commit_cmd_P2_03,C,C:35;P1:12;P2:12;P3:12,21.178,,send,P2
commit_cmd_P3_03,C,C:36;P1:12;P2:12;P3:12,21.296,,send,P3
recv_commit_P1_03,P1,C:34;P1:20;P2:12;P3:12,21.897,,receive,C
recv_commit_P2_03,P2,C:35;P1:12;P2:20;P3:12,21.937,,receive,C
recv_commit_P3_03,P3,C:36;P1:12;P2:12;P3:20,22.038,,receive,C
local_commit_P1_03,P1,C:34;P1:21;P2:12;P3:12,22.355,local_commit_P1,local,
local_commit_P2_03,P2,C:35;P1:12;P2:21;P3:12,22.480,local_commit_P2,local,
local_commit_P3_03,P3,C:36;P1:12;P2:12;P3:21,22.513,local_commit_P3,local,
ack_P1_03,P1,C:34;P1:22;P2:12;P3:12,22.877,,send,C
ack_P2_03,P2,C:35;P1:12;P2:22;P3:12,22.982,,send,C
ack_P3_03,P3,C:36;P1:12;P2:12;P3:22,23.089,,send,C
tx_done_03,C,C:37;P1:12;P2:12;P3:12,23.806,,local,
begin_tx_04,C,C:38;P1:12;P2:12;P3:12,25.774,,local,
prepare_P1_04,C,C:39;P1:12;P2:12;P3:12,25.889,,send,P1
prepare_P2_04,C,C:40;P1:12;P2:12;P3:12,26.005,,send,P2
prepare_P3_04,C,C:41;P1:12;P2:12;P3:12,26.124,,send,P3
recv_prep_P1_04,P1,C:39;P1:23;P2:12;P3:12,26.789,,receive,C
recv_prep_P2_04,P2,C:40;P1:12;P2:23;P3:12,26.924,,receive,C
recv_prep_P3_04,P3,C:41;P1:12;P2:12;P3:23,27.001,,receive,C
vote_yes_P2_04,P2,C:40;P1:12;P2:24;P3:12,27.298,vote_yes_P2,local,
vote_yes_P1_04,P1,C:39;P1:24;P2:12;P3:12,27.498,vote_yes_P1,local,
prepared_P1_04,P1,C:39;P1:25;P2:12;P3:12,27.548,prepared_P1,local,
prepared_P2_04,P2,C:40;P1:12;P2:25;P3:12,27.598,prepared_P2,local,
vote_yes_P3_04,P3,C:41;P1:12;P2:12;P3:24,27.798,vote_yes_P3,local,
prepared_P3_04,P3,C:41;P1:12;P2:12;P3:25,27.848,prepared_P3,local,
send_yes_P1_04,P1,C:39;P1:26;P2:12;P3:12,28.080,,send,C
send_yes_P2_04,P2,C:40;P1:12;P2:26;P3:12,28.180,,send,C
send_yes_P3_04,P3,C:41;P1:12;P2:12;P3:26,28.266,,send,C
recv_yes_P1_04,C,C:42;P1:15;P2:12;P3:12,28.756,,receive,P1
recv_yes_P2_04,C,C:43;P1:15;P2:15;P3:12,28.863,,receive,P2
recv_yes_P3_04,C,C:44;P1:15;P2:15;P3:15,29.017,,receive,P3
decide_commit_04,C,C:45;P1:15;P2:15;P3:15,29.348,committed,local,
commit_cmd_P1_04,C,C:46;P1:15;P2:15;P3:15,29.465,,send,P1
commit_cmd_P2_04,C,C:47;P1:15;P2:15;P3:15,29.553,,send,P2
commit_cmd_P3_04,C,C:48;P1:15;P2:15;P3:15,29.747,,send,P3
recv_commit_P1_04,P1,C:46;P1:27;P2:15;P3:15,30.302,,receive,C
recv_commit_P2_04,P2,C:47;P1:15;P2:27;P3:15,30.389,,receive,C
recv_commit_P3_04,P3,C:48;P1:15;P2:15;P3:27,30.472,,receive,C
local_commit_P1_04,P1,C:46;P1:28;P2:15;P3:15,30.808,local_commit_P1,local,
local_commit_P2_04,P2,C:47;P1:15;P2:28;P3:15,30.931,local_commit_P2,local,
local_commit_P3_04,P3,C:48;P1:15;P2:15;P3:28,30.994,local_commit_P3,local,
ack_P1_04,P1,C:46;P1:29;P2:15;P3:15,31.291,,send,C
ack_P2_04,P2,C:47;P1:15;P2:29;P3:15,31.354,,send,C
ack_P3_04,P3,C:48;P1:15;P2:15;P3:29,31.540,,send,C
tx_done_04,C,C:49;P1:15;P2:15;P3:15,32.252,,local,
begin_tx_05,C,C:50;P1:15;P2:15;P3:15,33.812,,local,
prepare_P1_05,C,C:51;P1:15;P2:15;P3:15,33.870,,send,P1
prepare_P2_05,C,C:52;P1:15;P2:15;P3:15,34.006,,send,P2
prepare_P3_05,C,C:53;P1:15;P2:15;P3:15,34.119,,send,P3
recv_prep_P1_05,P1,C:51;P1:30;P2:15;P3:15,34.800,,receive,C
recv_prep_P2_05,P2,C:52;P1:15;P2:30;P3:15,34.909,,receive,C
recv_prep_P3_05,P3,C:53;P1:15;P2:15;P3:30,34.968,,receive,C
vote_yes_P2_05,P2,C:52;P1:15;P2:31;P3:15,35.292,vote_yes_P2,local,
vote_yes_P1_05,P1,C:51;P1:31;P2:15;P3:15,35.492,vote_yes_P1,local,
prepared_P1_05,P1,C:51;P1:32;P2:15;P3:15,35.542,prepared_P1,local,
prepared_P2_05,P2,C:52;P1:15;P2:32;P3:15,35.592,prepared_P2,local,
vote_yes_P3_05,P3,C:53;P1:15;P2:15;P3:31,35.792,vote_yes_P3,local,
prepared_P3_05,P3,C:53;P1:15;P2:15;P3:32,35.842,prepared_P3,local,
send_yes_P1_05,P1,C:51;P1:33;P2:15;P3:15,36.085,,send,C
send_yes_P2_05,P2,C:52;P1:15;P2:33;P3:15,36.157,,send,C
send_yes_P3_05,P3,C:53;P1:15;P2:15;P3:33,36.326,,send,C
recv_yes_P1_05,C,C:54;P1:19;P2:15;P3:15,36.771,,receive,P1
recv_yes_P2_05,C,C:55;P1:19;P2:19;P3:15,36.887,,receive,P2
recv_yes_P3_05,C,C:56;P1:19;P2:19;P3:19,37.042,,receive,P3
decide_commit_05,C,C:57;P1:19;P2:19;P3:19,37.327,committed,local,
commit_cmd_P1_05,C,C:58;P1:19;P2:19;P3:19,37.540,,send,P1
commit_cmd_P2_05,C,C:59;P1:19;P2:19;P3:19,37.587,,send,P2
commit_cmd_P3_05,C,C:60;P1:19;P2:19;P3:19,37.691,,send,P3
recv_commit_P1_05,P1,C:58;P1:34;P2:19;P3:19,38.315,,receive,C
recv_commit_P2_05,P2,C:59;P1:19;P2:34;P3:19,38.390,,receive,C
recv_commit_P3_05,P3,C:60;P1:19;P2:19;P3:34,38.471,,receive,C
local_commit_P1_05,P1,C:58;P1:35;P2:19;P3:19,38.782,local_commit_P1,local,
local_commit_P2_05,P2,C:59;P1:19;P2:35;P3:19,38.857,local_commit_P2,local,
local_commit_P3_05,P3,C:60;P1:19;P2:19;P3:35,38.980,local_commit_P3,local,
ack_P1_05,P1,C:58;P1:36;P2:19;P3:19,39.341,,send,C
ack_P2_05,P2,C:59;P1:19;P2:36;P3:19,39.438,,send,C
ack_P3_05,P3,C:60;P1:19;P2:19;P3:36,39.505,,send,C
tx_done_05,C,C:61;P1:19;P2:19;P3:19,40.292,,local,
begin_tx_06,C,C:62;P1:19;P2:19;P3:19,41.606,,local,
prepare_P1_06,C,C:63;P1:19;P2:19;P3:19,41.717,,send,P1
prepare_P2_06,C,C:64;P1:19;P2:19;P3:19,41.847,,send,P2
prepare_P3_06,C,C:65;P1:19;P2:19;P3:19,41.953,,send,P3
recv_prep_P1_06,P1,C:63;P1:37;P2:19;P3:19,42.622,,receive,C
recv_prep_P2_06,P2,C:64;P1:19;P2:37;P3:19,42.748,,receive,C
recv_prep_P3_06,P3,C:65;P1:19;P2:19;P3:37,42.847,,receive,C
vote_yes_P2_06,P2,C:64;P1:19;P2:38;P3:19,43.130,vote_yes_P2,local,
vote_yes_P1_06,P1,C:63;P1:38;P2:19;P3:19,43.330,vote_yes_P1,local,
prepared_P1_06,P1,C:63;P1:39;P2:19;P3:19,43.380,prepared_P1,local,
prepared_P2_06,P2,C:64;P1:19;P2:39;P3:19,43.430,prepared_P2,local,
vote_yes_P3_06,P3,C:65;P1:19;P2:19;P3:38,43.630,vote_yes_P3,local,
prepared_P3_06,P3,C:65;P1:19;P2:19;P3:39,43.680,prepared_P3,local,
send_yes_P1_06,P1,C:63;P1:40;P2:19;P3:19,43.950,,send,C
send_yes_P2_06,P2,C:64;P1:19;P2:40;P3:19,44.047,,send,C
send_yes_P3_06,P3,C:65;P1:19;P2:19;P3:40,44.156,,send,C
recv_yes_P1_06,C,C:66;P1:22;P2:19;P3:19,44.617,,receive,P1
recv_yes_P2_06,C,C:67;P1:22;P2:22;P3:19,44.751,,receive,P2
recv_yes_P3_06,C,C:68;P1:22;P2:22;P3:22,44.809,,receive,P3
decide_commit_06,C,C:69;P1:22;P2:22;P3:22,45.129,committed,local,
commit_cmd_P1_06,C,C:70;P1:22;P2:22;P3:22,45.357,,send,P1
commit_cmd_P2_06,C,C:71;P1:22;P2:22;P3:22,45.450,,send,P2
commit_cmd_P3_06,C,C:72;P1:22;P2:22;P3:22,45.510,,send,P3
recv_commit_P1_06,P1,C:70;P1:41;P2:22;P3:22,46.175,,receive,C
recv_commit_P2_06,P2,C:71;P1:22;P2:41;P3:22,46.245,,receive,C
recv_commit_P3_06,P3,C:72;P1:22;P2:22;P3:41,46.339,,receive,C
local_commit_P1_06,P1,C:70;P1:42;P2:22;P3:22,46.582,local_commit_P1,local,
local_commit_P2_06,P2,C:71;P1:22;P2:42;P3:22,46.735,local_commit_P2,local,
local_commit_P3_06,P3,C:72;P1:22;P2:22;P3:42,46.806,local_commit_P3,local,
ack_P1_06,P1,C:70;P1:43;P2:22;P3:22,47.148,,send,C
ack_P2_06,P2,C:71;P1:22;P2:43;P3:22,47.227,,send,C
ack_P3_06,P3,C:72;P1:22;P2:22;P3:43,47.362,,send,C
tx_done_06,C,C:73;P1:22;P2:22;P3:22,48.145,,local,
begin_tx_07,C,C:74;P1:22;P2:22;P3:22,49.919,,local,
prepare_P1_07,C,C:75;P1:22;P2:22;P3:22,50.037,,send,P1
prepare_P2_07,C,C:76;P1:22;P2:22;P3:22,50.142,,send,P2
prepare_P3_07,C,C:77;P1:22;P2:22;P3:22,50.248,,send,P3
recv_prep_P1_07,P1,C:75;P1:44;P2:22;P3:22,50.919,,receive,C
recv_prep_P2_07,P2,C:76;P1:22;P2:44;P3:22,51.049,,receive,C
recv_prep_P3_07,P3,C:77;P1:22;P2:22;P3:44,51.150,,receive,C
vote_yes_P2_07,P2,C:76;P1:22;P2:45;P3:22,51.428,vote_yes_P2,local,
vote_yes_P1_07,P1,C:75;P1:45;P2:22;P3:22,51.628,vote_yes_P1,local,
prepared_P1_07,P1,C:75;P1:46;P2:22;P3:22,51.678,prepared_P1,local,
prepared_P2_07,P2,C:76;P1:22;P2:46;P3:22,51.728,prepared_P2,local,
vote_yes_P3_07,P3,C:77;P1:22;P2:22;P3:45,51.928,vote_yes_P3,local,
prepared_P3_07,P3,C:77;P1:22;P2:22;P3:46,51.978,prepared_P3,local,
send_yes_P1_07,P1,C:75;P1:47;P2:22;P3:22,52.247,,send,C
send_yes_P2_07,P2,C:76;P1:22;P2:47;P3:22,52.376,,send,C
send_yes_P3_07,P3,C:77;P1:22;P2:22;P3:47,52.474,,send,C
recv_yes_P1_07,C,C:78;P1:26;P2:22;P3:22,52.930,,receive,P1
recv_yes_P2_07,C,C:79;P1:26;P2:26;P3:22,53.031,,receive,P2
recv_yes_P3_07,C,C:80;P1:26;P2:26;P3:26,53.095,,receive,P3
decide_commit_07,C,C:81;P1:26;P2:26;P3:26,53.462,committed,local,
commit_cmd_P1_07,C,C:82;P1:26;P2:26;P3:26,53.672,,send,P1
commit_cmd_P2_07,C,C:83;P1:26;P2:26;P3:26,53.726,,send,P2
commit_cmd_P3_07,C,C:84;P1:26;P2:26;P3:26,53.847,,send,P3
recv_commit_P1_07,P1,C:82;P1:48;P2:26;P3:26,54.450,,receive,C
recv_commit_P2_07,P2,C:83;P1:26;P2:48;P3:26,54.551,,receive,C
recv_commit_P3_07,P3,C:84;P1:26;P2:26;P3:48,54.595,,receive,C
local_commit_P1_07,P1,C:82;P1:49;P2:26;P3:26,54.956,local_commit_P1,local,
local_commit_P2_07,P2,C:83;P1:26;P2:49;P3:26,55.036,local_commit_P2,local,
local_commit_P3_07,P3,C:84;P1:26;P2:26;P3:49,55.145,local_commit_P3,local,
ack_P1_07,P1,C:82;P1:50;P2:26;P3:26,55.420,,send,C
ack_P2_07,P2,C:83;P1:26;P2:50;P3:26,55.540,,send,C
ack_P3_07,P3,C:84;P1:26;P2:26;P3:50,55.656,,send,C
tx_done_07,C,C:85;P1:26;P2:26;P3:26,56.442,,local,
begin_tx_08,C,C:86;P1:26;P2:26;P3:26,58.120,,local,
prepare_P1_08,C,C:87;P1:26;P2:26;P3:26,58.228,,send,P1
prepare_P2_08,C,C:88;P1:26;P2:26;P3:26,58.345,,send,P2
prepare_P3_08,C,C:89;P1:26;P2:26;P3:26,58.458,,send,P3
recv_prep_P1_08,P1,C:87;P1:51;P2:26;P3:26,59.132,,receive,C
recv_prep_P2_08,P2,C:88;P1:26;P2:51;P3:26,59.260,,receive,C
recv_prep_P3_08,P3,C:89;P1:26;P2:26;P3:51,59.356,,receive,C
vote_yes_P2_08,P2,C:88;P1:26;P2:52;P3:26,59.649,vote_yes_P2,local,
vote_yes_P1_08,P1,C:87;P1:52;P2:26;P3:26,59.849,vote_yes_P1,local,
prepared_P1_08,P1,C:87;P1:53;P2:26;P3:26,59.899,prepared_P1,local,
prepared_P2_08,P2,C:88;P1:26;P2:53;P3:26,59.949,prepared_P2,local,
vote_yes_P3_08,P3,C:89;P1:26;P2:26;P3:52,60.149,vote_yes_P3,local,
prepared_P3_08,P3,C:89;P1:26;P2:26;P3:53,60.199,prepared_P3,local,
send_yes_P1_08,P1,C:87;P1:54;P2:26;P3:26,60.403,,send,C
send_yes_P2_08,P2,C:88;P1:26;P2:54;P3:26,60.546,,send,C
send_yes_P3_08,P3,C:89;P1:26;P2:26;P3:54,60.621,,send,C
recv_yes_P1_08,C,C:90;P1:29;P2:26;P3:26,61.104,,receive,P1
recv_yes_P2_08,C,C:91;P1:29;P2:29;P3:26,61.212,,receive,P2
recv_yes_P3_08,C,C:92;P1:29;P2:29;P3:29,61.330,,receive,P3
decide_commit_08,C,C:93;P1:29;P2:29;P3:29,61.617,committed,local,
commit_cmd_P1_08,C,C:94;P1:29;P2:29;P3:29,61.818,,send,P1
commit_cmd_P2_08,C,C:95;P1:29;P2:29;P3:29,61.902,,send,P2
commit_cmd_P3_08,C,C:96;P1:29;P2:29;P3:29,62.045,,send,P3
recv_commit_P1_08,P1,C:94;P1:55;P2:29;P3:29,62.637,,receive,C
recv_commit_P2_08,P2,C:95;P1:29;P2:55;P3:29,62.760,,receive,C
recv_commit_P3_08,P3,C:96;P1:29;P2:29;P3:55,62.858,,receive,C
local_commit_P1_08,P1,C:94;P1:56;P2:29;P3:29,63.122,local_commit_P1,local,
local_commit_P2_08,P2,C:95;P1:29;P2:56;P3:29,63.289,local_commit_P2,local,
local_commit_P3_08,P3,C:96;P1:29;P2:29;P3:56,63.299,local_commit_P3,local,
ack_P1_08,P1,C:94;P1:57;P2:29;P3:29,63.639,,send,C
ack_P2_08,P2,C:95;P1:29;P2:57;P3:29,63.726,,send,C
ack_P3_08,P3,C:96;P1:29;P2:29;P3:57,63.840,,send,C
tx_done_08,C,C:97;P1:29;P2:29;P3:29,64.610,,local,
begin_tx_09,C,C:98;P1:29;P2:29;P3:29,66.472,,local,
prepare_P1_09,C,C:99;P1:29;P2:29;P3:29,66.552,,send,P1
prepare_P2_09,C,C:100;P1:29;P2:29;P3:29,66.687,,send,P2
prepare_P3_09,C,C:101;P1:29;P2:29;P3:29,66.756,,send,P3
recv_prep_P1_09,P1,C:99;P1:58;P2:29;P3:29,67.483,,receive,C
recv_prep_P2_09,P2,C:100;P1:29;P2:58;P3:29,67.570,,receive,C
recv_prep_P3_09,P3,C:101;P1:29;P2:29;P3:58,67.685,,receive,C
vote_yes_P2_09,P2,C:100;P1:29;P2:59;P3:29,67.980,vote_yes_P2,local,
vote_yes_P1_09,P1,C:99;P1:59;P2:29;P3:29,68.180,vote_yes_P1,local,
prepared_P1_09,P1,C:99;P1:60;P2:29;P3:29,68.230,prepared_P1,local,
prepared_P2_09,P2,C:100;P1:29;P2:60;P3:29,68.280,prepared_P2,local,
vote_yes_P3_09,P3,C:101;P1:29;P2:29;P3:59,68.480,vote_yes_P3,local,
prepared_P3_09,P3,C:101;P1:29;P2:29;P3:60,68.530,prepared_P3,local,
send_yes_P1_09,P1,C:99;P1:61;P2:29;P3:29,68.826,,send,C
send_yes_P2_09,P2,C:100;P1:29;P2:61;P3:29,68.912,,send,C
send_yes_P3_09,P3,C:101;P1:29;P2:29;P3:61,68.972,,send,C
recv_yes_P1_09,C,C:102;P1:33;P2:29;P3:29,69.511,,receive,P1
recv_yes_P2_09,C,C:103;P1:33;P2:33;P3:29,69.594,,receive,P2
recv_yes_P3_09,C,C:104;P1:33;P2:33;P3:33,69.667,,receive,P3
decide_commit_09,C,C:105;P1:33;P2:33;P3:33,69.944,committed,local,
commit_cmd_P1_09,C,C:106;P1:33;P2:33;P3:33,70.189,,send,P1
commit_cmd_P2_09,C,C:107;P1:33;P2:33;P3:33,70.286,,send,P2
commit_cmd_P3_09,C,C:108;P1:33;P2:33;P3:33,70.426,,send,P3
recv_commit_P1_09,P1,C:106;P1:62;P2:33;P3:33,71.027,,receive,C
recv_commit_P2_09,P2,C:107;P1:33;P2:62;P3:33,71.091,,receive,C
recv_commit_P3_09,P3,C:108;P1:33;P2:33;P3:62,71.165,,receive,C
local_commit_P1_09,P1,C:106;P1:63;P2:33;P3:33,71.519,local_commit_P1,local,
local_commit_P2_09,P2,C:107;P1:33;P2:63;P3:33,71.530,local_commit_P2,local,
local_commit_P3_09,P3,C:108;P1:33;P2:33;P3:63,71.641,local_commit_P3,local,
ack_P1_09,P1,C:106;P1:64;P2:33;P3:33,71.986,,send,C
ack_P2_09,P2,C:107;P1:33;P2:64;P3:33,72.091,,send,C
ack_P3_09,P3,C:108;P1:33;P2:33;P3:64,72.144,,send,C
tx_done_09,C,C:109;P1:33;P2:33;P3:33,72.993,,local,
begin_tx_10,C,C:110;P1:33;P2:33;P3:33,74.864,,local,
prepare_P1_10,C,C:111;P1:33;P2:33;P3:33,74.967,,send,P1
prepare_P2_10,C,C:112;P1:33;P2:33;P3:33,75.055,,send,P2
prepare_P3_10,C,C:113;P1:33;P2:33;P3:33,75.159,,send,P3
recv_prep_P1_10,P1,C:111;P1:65;P2:33;P3:33,75.900,,receive,C
recv_prep_P2_10,P2,C:112;P1:33;P2:65;P3:33,75.964,,receive,C
recv_prep_P3_10,P3,C:113;P1:33;P2:33;P3:65,76.099,,receive,C
vote_yes_P2_10,P2,C:112;P1:33;P2:66;P3:33,76.371,vote_yes_P2,local,
vote_yes_P1_10,P1,C:111;P1:66;P2:33;P3:33,76.571,vote_yes_P1,local,
prepared_P1_10,P1,C:111;P1:67;P2:33;P3:33,76.621,prepared_P1,local,
prepared_P2_10,P2,C:112;P1:33;P2:67;P3:33,76.671,prepared_P2,local,
vote_yes_P3_10,P3,C:113;P1:33;P2:33;P3:66,76.871,vote_yes_P3,local,
prepared_P3_10,P3,C:113;P1:33;P2:33;P3:67,76.921,prepared_P3,local,
send_yes_P1_10,P1,C:111;P1:68;P2:33;P3:33,77.213,,send,C
send_yes_P2_10,P2,C:112;P1:33;P2:68;P3:33,77.281,,send,C
send_yes_P3_10,P3,C:113;P1:33;P2:33;P3:68,77.347,,send,C
recv_yes_P1_10,C,C:114;P1:36;P2:33;P3:33,77.919,,receive,P1
