# Generated drone relative-velocity trace
# total_events: 10000
# drone_count: 2
# system_processes: Drone1|Drone2
eid,processes,vc,timestamp,props,event_type,msg_partner
d1_init,Drone1,Drone1:1;Drone2:0,0.0,stable,local,
d1_measure_05,Drone1,Drone1:14;Drone2:13,21.0,velocity_measured,local,
d1_send_d2_05,Drone1,Drone1:15;Drone2:13,21.2,velocity_sent,send,Drone2
d2_recv_d1_05,Drone2,Drone1:15;Drone2:14,22.0,processing,receive,Drone1
d2_compute_05,Drone2,Drone1:15;Drone2:15,22.5,relative_computed,local,
d2_send_d1_05,Drone2,Drone1:15;Drone2:16,23.0,relative_sent,send,Drone1
d1_recv_d2_05,Drone1,Drone1:16;Drone2:16,24.0,relative_confirmed,receive,Drone2
d1_measure_06,Drone1,Drone1:17;Drone2:16,26.0,velocity_measured,local,
d1_send_d2_06,Drone1,Drone1:18;Drone2:16,26.2,velocity_sent,send,Drone2
d2_recv_d1_06,Drone2,Drone1:18;Drone2:17,27.0,processing,receive,Drone1
d2_compute_06,Drone2,Drone1:18;Drone2:18,27.5,relative_computed,local,
d2_send_d1_06,Drone2,Drone1:18;Drone2:19,28.0,relative_sent,send,Drone1
d1_recv_d2_06,Drone1,Drone1:19;Drone2:19,29.0,relative_confirmed,receive,Drone2
d1_measure_07,Drone1,Drone1:20;Drone2:19,31.0,velocity_measured,local,
d1_send_d2_07,Drone1,Drone1:21;Drone2:19,31.2,velocity_sent,send,Drone2
d2_recv_d1_07,Drone2,Drone1:21;Drone2:20,32.0,processing,receive,Drone1
d2_compute_07,Drone2,Drone1:21;Drone2:21,32.5,relative_computed,local,
d2_send_d1_07,Drone2,Drone1:21;Drone2:22,33.0,relative_sent,send,Drone1
d1_recv_d2_07,Drone1,Drone1:22;Drone2:22,34.0,relative_confirmed,receive,Drone2
d1_measure_08,Drone1,Drone1:23;Drone2:22,36.0,velocity_measured,local,
d1_send_d2_08,Drone1,Drone1:24;Drone2:22,36.2,velocity_sent,send,Drone2
d2_recv_d1_08,Drone2,Drone1:24;Drone2:23,37.0,processing,receive,Drone1
d2_compute_08,Drone2,Drone1:24;Drone2:24,37.5,relative_computed,local,
d2_send_d1_08,Drone2,Drone1:24;Drone2:25,38.0,relative_sent,send,Drone1
d1_recv_d2_08,Drone1,Drone1:25;Drone2:25,39.0,relative_confirmed,receive,Drone2
d1_measure_09,Drone1,Drone1:26;Drone2:25,41.0,velocity_measured,local,
d1_send_d2_09,Drone1,Drone1:27;Drone2:25,41.2,velocity_sent,send,Drone2
d2_recv_d1_09,Drone2,Drone1:27;Drone2:26,42.0,processing,receive,Drone1
d2_compute_09,Drone2,Drone1:27;Drone2:27,42.5,relative_computed,local,
d2_send_d1_09,Drone2,Drone1:27;Drone2:28,43.0,relative_sent,send,Drone1
d1_recv_d2_09,Drone1,Drone1:28;Drone2:28,44.0,relative_confirmed,receive,Drone2
d1_measure_10,Drone1,Drone1:29;Drone2:28,46.0,velocity_measured,local,
d1_send_d2_10,Drone1,Drone1:30;Drone2:28,46.2,velocity_sent,send,Drone2
d2_recv_d1_10,Drone2,Drone1:30;Drone2:29,47.0,processing,receive,Drone1
d2_compute_10,Drone2,Drone1:30;Drone2:30,47.5,relative_computed,local,
d2_send_d1_10,Drone2,Drone1:30;Drone2:31,48.0,relative_sent,send,Drone1
d1_recv_d2_10,Drone1,Drone1:31;Drone2:31,49.0,relative_confirmed,receive,Drone2
d1_measure_11,Drone1,Drone1:32;Drone2:31,51.0,velocity_measured,local,
d1_send_d2_11,Drone1,Drone1:33;Drone2:31,51.2,velocity_sent,send,Drone2
d2_recv_d1_11,Drone2,Drone1:33;Drone2:32,52.0,processing,receive,Drone1
d2_compute_11,Drone2,Drone1:33;Drone2:33,52.5,relative_computed,local,
d2_send_d1_11,Drone2,Drone1:33;Drone2:34,53.0,relative_sent,send,Drone1
d1_recv_d2_11,Drone1,Drone1:34;Drone2:34,54.0,relative_confirmed,receive,Drone2
d1_measure_12,Drone1,Drone1:35;Drone2:34,56.0,velocity_measured,local,
d1_send_d2_12,Drone1,Drone1:36;Drone2:34,56.2,velocity_sent,send,Drone2
d2_recv_d1_12,Drone2,Drone1:36;Drone2:35,57.0,processing,receive,Drone1
d2_compute_12,Drone2,Drone1:36;Drone2:36,57.5,relative_computed,local,
d2_send_d1_12,Drone2,Drone1:36;Drone2:37,58.0,relative_sent,send,Drone1
d1_recv_d2_12,Drone1,Drone1:37;Drone2:37,59.0,relative_confirmed,receive,Drone2
d1_measure_13,Drone1,Drone1:38;Drone2:37,61.0,velocity_measured,local,
d1_send_d2_13,Drone1,Drone1:39;Drone2:37,61.2,velocity_sent,send,Drone2
d2_recv_d1_13,Drone2,Drone1:39;Drone2:38,62.0,processing,receive,Drone1
d2_compute_13,Drone2,Drone1:39;Drone2:39,62.5,relative_computed,local,
d2_send_d1_13,Drone2,Drone1:39;Drone2:40,63.0,relative_sent,send,Drone1
d1_recv_d2_13,Drone1,Drone1:40;Drone2:40,64.0,relative_confirmed,receive,Drone2
d1_measure_14,Drone1,Drone1:41;Drone2:40,66.0,velocity_measured,local,
d1_send_d2_14,Drone1,Drone1:42;Drone2:40,66.2,velocity_sent,send,Drone2
d2_recv_d1_14,Drone2,Drone1:42;Drone2:41,67.0,processing,receive,Drone1
d2_compute_14,Drone2,Drone1:42;Drone2:42,67.5,relative_computed,local,
d2_send_d1_14,Drone2,Drone1:42;Drone2:43,68.0,relative_sent,send,Drone1
d1_recv_d2_14,Drone1,Drone1:43;Drone2:43,69.0,relative_confirmed,receive,Drone2
d1_measure_15,Drone1,Drone1:44;Drone2:43,71.0,velocity_measured,local,
d1_send_d2_15,Drone1,Drone1:45;Drone2:43,71.2,velocity_sent,send,Drone2
d2_recv_d1_15,Drone2,Drone1:45;Drone2:44,72.0,processing,receive,Drone1
d2_compute_15,Drone2,Drone1:45;Drone2:45,72.5,relative_computed,local,
d2_send_d1_15,Drone2,Drone1:45;Drone2:46,73.0,relative_sent,send,Drone1
d1_recv_d2_15,Drone1,Drone1:46;Drone2:46,74.0,relative_confirmed,receive,Drone2
d1_measure_16,Drone1,Drone1:47;Drone2:46,76.0,velocity_measured,local,
d1_send_d2_16,Drone1,Drone1:48;Drone2:46,76.2,velocity_sent,send,Drone2
d2_recv_d1_16,Drone2,Drone1:48;Drone2:47,77.0,processing,receive,Drone1
d2_compute_16,Drone2,Drone1:48;Drone2:48,77.5,relative_computed,local,
d2_send_d1_16,Drone2,Drone1:48;Drone2:49,78.0,relative_sent,send,Drone1
d1_recv_d2_16,Drone1,Drone1:49;Drone2:49,79.0,relative_confirmed,receive,Drone2
d1_measure_17,Drone1,Drone1:50;Drone2:49,81.0,velocity_measured,local,
d1_send_d2_17,Drone1,Drone1:51;Drone2:49,81.2,velocity_sent,send,Drone2
d2_recv_d1_17,Drone2,Drone1:51;Drone2:50,82.0,processing,receive,Drone1
d2_compute_17,Drone2,Drone1:51;Drone2:51,82.5,relative_computed,local,
d2_send_d1_17,Drone2,Drone1:51;Drone2:52,83.0,relative_sent,send,Drone1
d1_recv_d2_17,Drone1,Drone1:52;Drone2:52,84.0,relative_confirmed,receive,Drone2
d1_measure_18,Drone1,Drone1:53;Drone2:52,86.0,velocity_measured,local,
d1_send_d2_18,Drone1,Drone1:54;Drone2:52,86.2,velocity_sent,send,Drone2
d2_recv_d1_18,Drone2,Drone1:54;Drone2:53,87.0,processing,receive,Drone1
d2_compute_18,Drone2,Drone1:54;Drone2:54,87.5,relative_computed,local,
d2_send_d1_18,Drone2,Drone1:54;Drone2:55,88.0,relative_sent,send,Drone1
d1_recv_d2_18,Drone1,Drone1:55;Drone2:55,89.0,relative_confirmed,receive,Drone2
d1_measure_19,Drone1,Drone1:56;Drone2:55,91.0,velocity_measured,local,
d1_send_d2_19,Drone1,Drone1:57;Drone2:55,91.2,velocity_sent,send,Drone2
d2_recv_d1_19,Drone2,Drone1:57;Drone2:56,92.0,processing,receive,Drone1
d2_compute_19,Drone2,Drone1:57;Drone2:57,92.5,relative_computed,local,
d2_send_d1_19,Drone2,Drone1:57;Drone2:58,93.0,relative_sent,send,Drone1
d1_recv_d2_19,Drone1,Drone1:58;Drone2:58,94.0,relative_confirmed,receive,Drone2
d1_measure_20,Drone1,Drone1:59;Drone2:58,96.0,velocity_measured,local,
d1_send_d2_20,Drone1,Drone1:60;Drone2:58,96.2,velocity_sent,send,Drone2
d2_recv_d1_20,Drone2,Drone1:60;Drone2:59,97.0,processing,receive,Drone1
d2_compute_20,Drone2,Drone1:60;Drone2:60,97.5,relative_computed,local,
d2_send_d1_20,Drone2,Drone1:60;Drone2:61,98.0,relative_sent,send,Drone1
d1_recv_d2_20,Drone1,Drone1:61;Drone2:61,99.0,relative_confirmed,receive,Drone2
d1_measure_21,Drone1,Drone1:62;Drone2:61,101.0,velocity_measured,local,
d1_send_d2_21,Drone1,Drone1:63;Drone2:61,101.2,velocity_sent,send,Drone2
d2_recv_d1_21,Drone2,Drone1:63;Drone2:62,102.0,processing,receive,Drone1
d2_compute_21,Drone2,Drone1:63;Drone2:63,102.5,relative_computed,local,
d2_send_d1_21,Drone2,Drone1:63;Drone2:64,103.0,relative_sent,send,Drone1
d1_recv_d2_21,Drone1,Drone1:64;Drone2:64,104.0,relative_confirmed,receive,Drone2
d1_measure_22,Drone1,Drone1:65;Drone2:64,106.0,velocity_measured,local,
d1_send_d2_22,Drone1,Drone1:66;Drone2:64,106.2,velocity_sent,send,Drone2
d2_recv_d1_22,Drone2,Drone1:66;Drone2:65,107.0,processing,receive,Drone1
d2_compute_22,Drone2,Drone1:66;Drone2:66,107.5,relative_computed,local,
d2_send_d1_22,Drone2,Drone1:66;Drone2:67,108.0,relative_sent,send,Drone1
d1_recv_d2_22,Drone1,Drone1:67;Drone2:67,109.0,relative_confirmed,receive,Drone2
d1_measure_23,Drone1,Drone1:68;Drone2:67,111.0,velocity_measured,local,
d1_send_d2_23,Drone1,Drone1:69;Drone2:67,111.2,velocity_sent,send,Drone2
d2_recv_d1_23,Drone2,Drone1:69;Drone2:68,112.0,processing,receive,Drone1
d2_compute_23,Drone2,Drone1:69;Drone2:69,112.5,relative_computed,local,
d2_send_d1_23,Drone2,Drone1:69;Drone2:70,113.0,relative_sent,send,Drone1
d1_recv_d2_23,Drone1,Drone1:70;Drone2:70,114.0,relative_confirmed,receive,Drone2
d1_measure_24,Drone1,Drone1:71;Drone2:70,116.0,velocity_measured,local,
d1_send_d2_24,Drone1,Drone1:72;Drone2:70,116.2,velocity_sent,send,Drone2
d2_recv_d1_24,Drone2,Drone1:72;Drone2:71,117.0,processing,receive,Drone1
d2_compute_24,Drone2,Drone1:72;Drone2:72,117.5,relative_computed,local,
d2_send_d1_24,Drone2,Drone1:72;Drone2:73,118.0,relative_sent,send,Drone1
d1_recv_d2_24,Drone1,Drone1:73;Drone2:73,119.0,relative_confirmed,receive,Drone2
d1_measure_25,Drone1,Drone1:74;Drone2:73,121.0,velocity_measured,local,
d1_send_d2_25,Drone1,Drone1:75;Drone2:73,121.2,velocity_sent,send,Drone2
d2_recv_d1_25,Drone2,Drone1:75;Drone2:74,122.0,processing,receive,Drone1
d2_compute_25,Drone2,Drone1:75;Drone2:75,122.5,relative_computed,local,
d2_send_d1_25,Drone2,Drone1:75;Drone2:76,123.0,relative_sent,send,Drone1
d1_recv_d2_25,Drone1,Drone1:76;Drone2:76,124.0,relative_confirmed,receive,Drone2
d1_measure_26,Drone1,Drone1:77;Drone2:76,126.0,velocity_measured,local,
d1_send_d2_26,Drone1,Drone1:78;Drone2:76,126.2,velocity_sent,send,Drone2
d2_recv_d1_26,Drone2,Drone1:78;Drone2:77,127.0,processing,receive,Drone1
d2_compute_26,Drone2,Drone1:78;Drone2:78,127.5,relative_computed,local,
d2_send_d1_26,Drone2,Drone1:78;Drone2:79,128.0,relative_sent,send,Drone1
d1_recv_d2_26,Drone1,Drone1:79;Drone2:79,129.0,relative_confirmed,receive,Drone2
d1_measure_27,Drone1,Drone1:80;Drone2:79,131.0,velocity_measured,local,
d1_send_d2_27,Drone1,Drone1:81;Drone2:79,131.2,velocity_sent,send,Drone2
d2_recv_d1_27,Drone2,Drone1:81;Drone2:80,132.0,processing,receive,Drone1
d2_compute_27,Drone2,Drone1:81;Drone2:81,132.5,relative_computed,local,
d2_send_d1_27,Drone2,Drone1:81;Drone2:82,133.0,relative_sent,send,Drone1
d1_recv_d2_27,Drone1,Drone1:82;Drone2:82,134.0,relative_confirmed,receive,Drone2
d1_measure_28,Drone1,Drone1:83;Drone2:82,136.0,velocity_measured,local,
d1_send_d2_28,Drone1,Drone1:84;Drone2:82,136.2,velocity_sent,send,Drone2
d2_recv_d1_28,Drone2,Drone1:84;Drone2:83,137.0,processing,receive,Drone1
d2_compute_28,Drone2,Drone1:84;Drone2:84,137.5,relative_computed,local,
d2_send_d1_28,Drone2,Drone1:84;Drone2:85,138.0,relative_sent,send,Drone1
d1_recv_d2_28,Drone1,Drone1:85;Drone2:85,139.0,relative_confirmed,receive,Drone2
d1_measure_29,Drone1,Drone1:86;Drone2:85,141.0,velocity_measured,local,
d1_send_d2_29,Drone1,Drone1:87;Drone2:85,141.2,velocity_sent,send,Drone2
d2_recv_d1_29,Drone2,Drone1:87;Drone2:86,142.0,processing,receive,Drone1
d2_compute_29,Drone2,Drone1:87;Drone2:87,142.5,relative_computed,local,
d2_send_d1_29,Drone2,Drone1:87;Drone2:88,143.0,relative_sent,send,Drone1
d1_recv_d2_29,Drone1,Drone1:88;Drone2:88,144.0,relative_confirmed,receive,Drone2
d1_measure_30,Drone1,Drone1:89;Drone2:88,146.0,velocity_measured,local,
d1_send_d2_30,Drone1,Drone1:90;Drone2:88,146.2,velocity_sent,send,Drone2
d2_recv_d1_30,Drone2,Drone1:90;Drone2:89,147.0,processing,receive,Drone1
d2_compute_30,Drone2,Drone1:90;Drone2:90,147.5,relative_computed,local,
d2_send_d1_30,Drone2,Drone1:90;Drone2:91,148.0,relative_sent,send,Drone1
d1_recv_d2_30,Drone1,Drone1:91;Drone2:91,149.0,relative_confirmed,receive,Drone2
d1_measure_31,Drone1,Drone1:92;Drone2:91,151.0,velocity_measured,local,
d1_send_d2_31,Drone1,Drone1:93;Drone2:91,151.2,velocity_sent,send,Drone2
d2_recv_d1_31,Drone2,Drone1:93;Drone2:92,152.0,processing,receive,Drone1
d2_compute_31,Drone2,Drone1:93;Drone2:93,152.5,relative_computed,local,
d2_send_d1_31,Drone2,Drone1:93;Drone2:94,153.0,relative_sent,send,Drone1
d1_recv_d2_31,Drone1,Drone1:94;Drone2:94,154.0,relative_confirmed,receive,Drone2
d1_measure_32,Drone1,Drone1:95;Drone2:94,156.0,velocity_measured,local,
d1_send_d2_32,Drone1,Drone1:96;Drone2:94,156.2,velocity_sent,send,Drone2
d2_recv_d1_32,Drone2,Drone1:96;Drone2:95,157.0,processing,receive,Drone1
d2_compute_32,Drone2,Drone1:96;Drone2:96,157.5,relative_computed,local,
d2_send_d1_32,Drone2,Drone1:96;Drone2:97,158.0,relative_sent,send,Drone1
d1_recv_d2_32,Drone1,Drone1:97;Drone2:97,159.0,relative_confirmed,receive,Drone2
d1_measure_33,Drone1,Drone1:98;Drone2:97,161.0,velocity_measured,local,
d1_send_d2_33,Drone1,Drone1:99;Drone2:97,161.2,velocity_sent,send,Drone2
d2_recv_d1_33,Drone2,Drone1:99;Drone2:98,162.0,processing,receive,Drone1
d2_compute_33,Drone2,Drone1:99;Drone2:99,162.5,relative_computed,local,
d2_send_d1_33,Drone2,Drone1:99;Drone2:100,163.0,relative_sent,send,Drone1
d1_recv_d2_33,Drone1,Drone1:100;Drone2:100,164.0,relative_confirmed,receive,Drone2
d1_measure_34,Drone1,Drone1:101;Drone2:100,166.0,velocity_measured,local,
d1_send_d2_34,Drone1,Drone1:102;Drone2:100,166.2,velocity_sent,send,Drone2
d2_recv_d1_34,Drone2,Drone1:102;Drone2:101,167.0,processing,receive,Drone1
d2_compute_34,Drone2,Drone1:102;Drone2:102,167.5,relative_computed,local,
d2_send_d1_34,Drone2,Drone1:102;Drone2:103,168.0,relative_sent,send,Drone1
d1_recv_d2_34,Drone1,Drone1:103;Drone2:103,169.0,relative_confirmed,receive,Drone2
d1_measure_35,Drone1,Drone1:104;Drone2:103,171.0,velocity_measured,local,
d1_send_d2_35,Drone1,Drone1:105;Drone2:103,171.2,velocity_sent,send,Drone2
d2_recv_d1_35,Drone2,Drone1:105;Drone2:104,172.0,processing,receive,Drone1
d2_compute_35,Drone2,Drone1:105;Drone2:105,172.5,relative_computed,local,
d2_send_d1_35,Drone2,Drone1:105;Drone2:106,173.0,relative_sent,send,Drone1
d1_recv_d2_35,Drone1,Drone1:106;Drone2:106,174.0,relative_confirmed,receive,Drone2
d1_measure_36,Drone1,Drone1:107;Drone2:106,176.0,velocity_measured,local,
d1_send_d2_36,Drone1,Drone1:108;Drone2:106,176.2,velocity_sent,send,Drone2
d2_recv_d1_36,Drone2,Drone1:108;Drone2:107,177.0,processing,receive,Drone1
d2_compute_36,Drone2,Drone1:108;Drone2:108,177.5,relative_computed,local,
d2_send_d1_36,Drone2,Drone1:108;Drone2:109,178.0,relative_sent,send,Drone1
d1_recv_d2_36,Drone1,Drone1:109;Drone2:109,179.0,relative_confirmed,receive,Drone2
d1_measure_37,Drone1,Drone1:110;Drone2:109,181.0,velocity_measured,local,
d1_send_d2_37,Drone1,Drone1:111;Drone2:109,181.2,velocity_sent,send,Drone2
d2_recv_d1_37,Drone2,Drone1:111;Drone2:110,182.0,processing,receive,Drone1
d2_compute_37,Drone2,Drone1:111;Drone2:111,182.5,relative_computed,local,
d2_send_d1_37,Drone2,Drone1:111;Drone2:112,183.0,relative_sent,send,Drone1
d1_recv_d2_37,Drone1,Drone1:112;Drone2:112,184.0,relative_confirmed,receive,Drone2
d1_measure_38,Drone1,Drone1:113;Drone2:112,186.0,velocity_measured,local,
d1_send_d2_38,Drone1,Drone1:114;Drone2:112,186.2,velocity_sent,send,Drone2
d2_recv_d1_38,Drone2,Drone1:114;Drone2:113,187.0,processing,receive,Drone1
d2_compute_38,Drone2,Drone1:114;Drone2:114,187.5,relative_computed,local,
d2_send_d1_38,Drone2,Drone1:114;Drone2:115,188.0,relative_sent,send,Drone1
d1_recv_d2_38,Drone1,Drone1:115;Drone2:115,189.0,relative_confirmed,receive,Drone2
d1_measure_39,Drone1,Drone1:116;Drone2:115,191.0,velocity_measured,local,
d1_send_d2_39,Drone1,Drone1:117;Drone2:115,191.2,velocity_sent,send,Drone2
d2_recv_d1_39,Drone2,Drone1:117;Drone2:116,192.0,processing,receive,Drone1
d2_compute_39,Drone2,Drone1:117;Drone2:117,192.5,relative_computed,local,
d2_send_d1_39,Drone2,Drone1:117;Drone2:118,193.0,relative_sent,send,Drone1
d1_recv_d2_39,Drone1,Drone1:118;Drone2:118,194.0,relative_confirmed,receive,Drone2
d1_measure_40,Drone1,Drone1:119;Drone2:118,196.0,velocity_measured,local,
d1_send_d2_40,Drone1,Drone1:120;Drone2:118,196.2,velocity_sent,send,Drone2
d2_recv_d1_40,Drone2,Drone1:120;Drone2:119,197.0,processing,receive,Drone1
d2_compute_40,Drone2,Drone1:120;Drone2:120,197.5,relative_computed,local,
d2_send_d1_40,Drone2,Drone1:120;Drone2:121,198.0,relative_sent,send,Drone1
d1_recv_d2_40,Drone1,Drone1:121;Drone2:121,199.0,relative_confirmed,receive,Drone2
d1_measure_41,Drone1,Drone1:122;Drone2:121,201.0,velocity_measured,local,
d1_send_d2_41,Drone1,Drone1:123;Drone2:121,201.2,velocity_sent,send,Drone2
d2_recv_d1_41,Drone2,Drone1:123;Drone2:122,202.0,processing,receive,Drone1
d2_compute_41,Drone2,Drone1:123;Drone2:123,202.5,relative_computed,local,
d2_send_d1_41,Drone2,Drone1:123;Drone2:124,203.0,relative_sent,send,Drone1
d1_recv_d2_41,Drone1,Drone1:124;Drone2:124,204.0,relative_confirmed,receive,Drone2
d1_measure_42,Drone1,Drone1:125;Drone2:124,206.0,velocity_measured,local,
d1_send_d2_42,Drone1,Drone1:126;Drone2:124,206.2,velocity_sent,send,Drone2
d2_recv_d1_42,Drone2,Drone1:126;Drone2:125,207.0,processing,receive,Drone1
d2_compute_42,Drone2,Drone1:126;Drone2:126,207.5,relative_computed,local,
d2_send_d1_42,Drone2,Drone1:126;Drone2:127,208.0,relative_sent,send,Drone1
d1_recv_d2_42,Drone1,Drone1:127;Drone2:127,209.0,relative_confirmed,receive,Drone2
d1_measure_43,Drone1,Drone1:128;Drone2:127,211.0,velocity_measured,local,
d1_send_d2_43,Drone1,Drone1:129;Drone2:127,211.2,velocity_sent,send,Drone2
d2_recv_d1_43,Drone2,Drone1:129;Drone2:128,212.0,processing,receive,Drone1
d2_compute_43,Drone2,Drone1:129;Drone2:129,212.5,relative_computed,local,
d2_send_d1_43,Drone2,Drone1:129;Drone2:130,213.0,relative_sent,send,Drone1
d1_recv_d2_43,Drone1,Drone1:130;Drone2:130,214.0,relative_confirmed,receive,Drone2
d1_measure_44,Drone1,Drone1:131;Drone2:130,216.0,velocity_measured,local,
d1_send_d2_44,Drone1,Drone1:132;Drone2:130,216.2,velocity_sent,send,Drone2
d2_recv_d1_44,Drone2,Drone1:132;Drone2:131,217.0,processing,receive,Drone1
d2_compute_44,Drone2,Drone1:132;Drone2:132,217.5,relative_computed,local,
d2_send_d1_44,Drone2,Drone1:132;Drone2:133,218.0,relative_sent,send,Drone1
d1_recv_d2_44,Drone1,Drone1:133;Drone2:133,219.0,relative_confirmed,receive,Drone2
d1_measure_45,Drone1,Drone1:134;Drone2:133,221.0,velocity_measured,local,
d1_send_d2_45,Drone1,Drone1:135;Drone2:133,221.2,velocity_sent,send,Drone2
d2_recv_d1_45,Drone2,Drone1:135;Drone2:134,222.0,processing,receive,Drone1
d2_compute_45,Drone2,Drone1:135;Drone2:135,222.5,relative_computed,local,
d2_send_d1_45,Drone2,Drone1:135;Drone2:136,223.0,relative_sent,send,Drone1
d1_recv_d2_45,Drone1,Drone1:136;Drone2:136,224.0,relative_confirmed,receive,Drone2
d1_measure_46,Drone1,Drone1:137;Drone2:136,226.0,velocity_measured,local,
d1_send_d2_46,Drone1,Drone1:138;Drone2:136,226.2,velocity_sent,send,Drone2
d2_recv_d1_46,Drone2,Drone1:138;Drone2:137,227.0,processing,receive,Drone1
d2_compute_46,Drone2,Drone1:138;Drone2:138,227.5,relative_computed,local,
d2_send_d1_46,Drone2,Drone1:138;Drone2:139,228.0,relative_sent,send,Drone1
d1_recv_d2_46,Drone1,Drone1:139;Drone2:139,229.0,relative_confirmed,receive,Drone2
d1_measure_47,Drone1,Drone1:140;Drone2:139,231.0,velocity_measured,local,
d1_send_d2_47,Drone1,Drone1:141;Drone2:139,231.2,velocity_sent,send,Drone2
d2_recv_d1_47,Drone2,Drone1:141;Drone2:140,232.0,processing,receive,Drone1
d2_compute_47,Drone2,Drone1:141;Drone2:141,232.5,relative_computed,local,
d2_send_d1_47,Drone2,Drone1:141;Drone2:142,233.0,relative_sent,send,Drone1
d1_recv_d2_47,Drone1,Drone1:142;Drone2:142,234.0,relative_confirmed,receive,Drone2
d1_measure_48,Drone1,Drone1:143;Drone2:142,236.0,velocity_measured,local,
d1_send_d2_48,Drone1,Drone1:144;Drone2:142,236.2,velocity_sent,send,Drone2
d2_recv_d1_48,Drone2,Drone1:144;Drone2:143,237.0,processing,receive,Drone1
d2_compute_48,Drone2,Drone1:144;Drone2:144,237.5,relative_computed,local,
d2_send_d1_48,Drone2,Drone1:144;Drone2:145,238.0,relative_sent,send,Drone1
d1_recv_d2_48,Drone1,Drone1:145;Drone2:145,239.0,relative_confirmed,receive,Drone2
d1_measure_49,Drone1,Drone1:146;Drone2:145,241.0,velocity_measured,local,
d1_send_d2_49,Drone1,Drone1:147;Drone2:145,241.2,velocity_sent,send,Drone2
d2_recv_d1_49,Drone2,Drone1:147;Drone2:146,242.0,processing,receive,Drone1
d2_compute_49,Drone2,Drone1:147;Drone2:147,242.5,relative_computed,local,
d2_send_d1_49,Drone2,Drone1:147;Drone2:148,243.0,relative_sent,send,Drone1
d1_recv_d2_49,Drone1,Drone1:148;Drone2:148,244.0,relative_confirmed,receive,Drone2
d1_measure_50,Drone1,Drone1:149;Drone2:148,246.0,velocity_measured,local,
d1_send_d2_50,Drone1,Drone1:150;Drone2:148,246.2,velocity_sent,send,Drone2
d2_recv_d1_50,Drone2,Drone1:150;Drone2:149,247.0,processing,receive,Drone1
d2_compute_50,Drone2,Drone1:150;Drone2:150,247.5,relative_computed,local,
d2_send_d1_50,Drone2,Drone1:150;Drone2:151,248.0,relative_sent,send,Drone1
d1_recv_d2_50,Drone1,Drone1:151;Drone2:151,249.0,relative_confirmed,receive,Drone2
d1_measure_51,Drone1,Drone1:152;Drone2:151,251.0,velocity_measured,local,
d1_send_d2_51,Drone1,Drone1:153;Drone2:151,251.2,velocity_sent,send,Drone2
d2_recv_d1_51,Drone2,Drone1:153;Drone2:152,252.0,processing,receive,Drone1
d2_compute_51,Drone2,Drone1:153;Drone2:153,252.5,relative_computed,local,
d2_send_d1_51,Drone2,Drone1:153;Drone2:154,253.0,relative_sent,send,Drone1
d1_recv_d2_51,Drone1,Drone1:154;Drone2:154,254.0,relative_confirmed,receive,Drone2
