d1_send_d2_02,Drone1,Drone1:10;Drone2:4;Drone3:4;Drone4:4,14.2,velocity_sent,send,Drone2
d2_recv_d1_02,Drone2,Drone1:10;Drone2:5;Drone3:4;Drone4:4,15.0,processing,receive,Drone1
d2_compute_02,Drone2,Drone1:10;Drone2:6;Drone3:4;Drone4:4,15.5,relative_computed,local,
d2_send_d1_02,Drone2,Drone1:10;Drone2:7;Drone3:4;Drone4:4,16.0,relative_sent,send,Drone1
d1_recv_d2_02,Drone1,Drone1:11;Drone2:7;Drone3:4;Drone4:4,17.0,relative_confirmed,receive,Drone2
d1_send_d3_02,Drone1,Drone1:12;Drone2:7;Drone3:4;Drone4:4,18.2,velocity_sent,send,Drone3
d3_recv_d1_02,Drone3,Drone1:12;Drone2:7;Drone3:5;Drone4:4,19.0,processing,receive,Drone1
d3_compute_02,Drone3,Drone1:12;Drone2:7;Drone3:6;Drone4:4,19.5,relative_computed,local,
d3_send_d1_02,Drone3,Drone1:12;Drone2:7;Drone3:7;Drone4:4,20.0,relative_sent,send,Drone1
d1_recv_d3_02,Drone1,Drone1:13;Drone2:7;Drone3:7;Drone4:4,21.0,relative_confirmed,receive,Drone3
d1_send_d4_02,Drone1,Drone1:14;Drone2:7;Drone3:7;Drone4:4,22.2,velocity_sent,send,Drone4
d4_recv_d1_02,Drone4,Drone1:14;Drone2:7;Drone3:7;Drone4:5,23.0,processing,receive,Drone1
d4_compute_02,Drone4,Drone1:14;Drone2:7;Drone3:7;Drone4:6,23.5,relative_computed,local,
d4_send_d1_02,Drone4,Drone1:14;Drone2:7;Drone3:7;Drone4:7,24.0,relative_sent,send,Drone1
d1_recv_d4_02,Drone1,Drone1:15;Drone2:7;Drone3:7;Drone4:7,25.0,relative_confirmed,receive,Drone4
d1_measure_03,Drone1,Drone1:16;Drone2:7;Drone3:7;Drone4:7,27.0,velocity_measured,local,
d1_send_d2_03,Drone1,Drone1:17;Drone2:7;Drone3:7;Drone4:7,27.2,velocity_sent,send,Drone2
d2_recv_d1_03,Drone2,Drone1:17;Drone2:8;Drone3:7;Drone4:7,28.0,processing,receive,Drone1
d2_compute_03,Drone2,Drone1:17;Drone2:9;Drone3:7;Drone4:7,28.5,relative_computed,local,
d2_send_d1_03,Drone2,Drone1:17;Drone2:10;Drone3:7;Drone4:7,29.0,relative_sent,send,Drone1
d1_recv_d2_03,Drone1,Drone1:18;Drone2:10;Drone3:7;Drone4:7,30.0,relative_confirmed,receive,Drone2
d1_send_d3_03,Drone1,Drone1:19;Drone2:10;Drone3:7;Drone4:7,31.2,velocity_sent,send,Drone3
d3_recv_d1_03,Drone3,Drone1:19;Drone2:10;Drone3:8;Drone4:7,32.0,processing,receive,Drone1
d3_compute_03,Drone3,Drone1:19;Drone2:10;Drone3:9;Drone4:7,32.5,relative_computed,local,
d3_send_d1_03,Drone3,Drone1:19;Drone2:10;Drone3:10;Drone4:7,33.0,relative_sent,send,Drone1
d1_recv_d3_03,Drone1,Drone1:20;Drone2:10;Drone3:10;Drone4:7,34.0,relative_confirmed,receive,Drone3
d1_send_d4_03,Drone1,Drone1:21;Drone2:10;Drone3:10;Drone4:7,35.2,velocity_sent,send,Drone4
d4_recv_d1_03,Drone4,Drone1:21;Drone2:10;Drone3:10;Drone4:8,36.0,processing,receive,Drone1
d4_compute_03,Drone4,Drone1:21;Drone2:10;Drone3:10;Drone4:9,36.5,relative_computed,local,
d4_send_d1_03,Drone4,Drone1:21;Drone2:10;Drone3:10;Drone4:10,37.0,relative_sent,send,Drone1
d1_recv_d4_03,Drone1,Drone1:22;Drone2:10;Drone3:10;Drone4:10,38.0,relative_confirmed,receive,Drone4
d1_measure_04,Drone1,Drone1:23;Drone2:10;Drone3:10;Drone4:10,40.0,velocity_measured,local,
d1_send_d2_04,Drone1,Drone1:24;Drone2:10;Drone3:10;Drone4:10,40.2,velocity_sent,send,Drone2
d2_recv_d1_04,Drone2,Drone1:24;Drone2:11;Drone3:10;Drone4:10,41.0,processing,receive,Drone1
d2_compute_04,Drone2,Drone1:24;Drone2:12;Drone3:10;Drone4:10,41.5,relative_computed,local,
d2_send_d1_04,Drone2,Drone1:24;Drone2:13;Drone3:10;Drone4:10,42.0,relative_sent,send,Drone1
d1_recv_d2_04,Drone1,Drone1:25;Drone2:13;Drone3:10;Drone4:10,43.0,relative_confirmed,receive,Drone2
d1_send_d3_04,Drone1,Drone1:26;Drone2:13;Drone3:10;Drone4:10,44.2,velocity_sent,send,Drone3
d3_recv_d1_04,Drone3,Drone1:26;Drone2:13;Drone3:11;Drone4:10,45.0,processing,receive,Drone1
d3_compute_04,Drone3,Drone1:26;Drone2:13;Drone3:12;Drone4:10,45.5,relative_computed,local,
d3_send_d1_04,Drone3,Drone1:26;Drone2:13;Drone3:13;Drone4:10,46.0,relative_sent,send,Drone1
d1_recv_d3_04,Drone1,Drone1:27;Drone2:13;Drone3:13;Drone4:10,47.0,relative_confirmed,receive,Drone3
d1_send_d4_04,Drone1,Drone1:28;Drone2:13;Drone3:13;Drone4:10,48.2,velocity_sent,send,Drone4
d4_recv_d1_04,Drone4,Drone1:28;Drone2:13;Drone3:13;Drone4:11,49.0,processing,receive,Drone1
d4_compute_04,Drone4,Drone1:28;Drone2:13;Drone3:13;Drone4:12,49.5,relative_computed,local,
d4_send_d1_04,Drone4,Drone1:28;Drone2:13;Drone3:13;Drone4:13,50.0,relative_sent,send,Drone1
d1_recv_d4_04,Drone1,Drone1:29;Drone2:13;Drone3:13;Drone4:13,51.0,relative_confirmed,receive,Drone4
d1_measure_05,Drone1,Drone1:30;Drone2:13;Drone3:13;Drone4:13,53.0,velocity_measured,local,
d1_send_d2_05,Drone1,Drone1:31;Drone2:13;Drone3:13;Drone4:13,53.2,velocity_sent,send,Drone2
d2_recv_d1_05,Drone2,Drone1:31;Drone2:14;Drone3:13;Drone4:13,54.0,processing,receive,Drone1
d2_compute_05,Drone2,Drone1:31;Drone2:15;Drone3:13;Drone4:13,54.5,relative_computed,local,
d2_send_d1_05,Drone2,Drone1:31;Drone2:16;Drone3:13;Drone4:13,55.0,relative_sent,send,Drone1
d1_recv_d2_05,Drone1,Drone1:32;Drone2:16;Drone3:13;Drone4:13,56.0,relative_confirmed,receive,Drone2
d1_send_d3_05,Drone1,Drone1:33;Drone2:16;Drone3:13;Drone4:13,57.2,velocity_sent,send,Drone3
d3_recv_d1_05,Drone3,Drone1:33;Drone2:16;Drone3:14;Drone4:13,58.0,processing,receive,Drone1
d3_compute_05,Drone3,Drone1:33;Drone2:16;Drone3:15;Drone4:13,58.5,relative_computed,local,
d3_send_d1_05,Drone3,Drone1:33;Drone2:16;Drone3:16;Drone4:13,59.0,relative_sent,send,Drone1
d1_recv_d3_05,Drone1,Drone1:34;Drone2:16;Drone3:16;Drone4:13,60.0,relative_confirmed,receive,Drone3
d1_send_d4_05,Drone1,Drone1:35;Drone2:16;Drone3:16;Drone4:13,61.2,velocity_sent,send,Drone4
d4_recv_d1_05,Drone4,Drone1:35;Drone2:16;Drone3:16;Drone4:14,62.0,processing,receive,Drone1
d4_compute_05,Drone4,Drone1:35;Drone2:16;Drone3:16;Drone4:15,62.5,relative_computed,local,
d4_send_d1_05,Drone4,Drone1:35;Drone2:16;Drone3:16;Drone4:16,63.0,relative_sent,send,Drone1
d1_recv_d4_05,Drone1,Drone1:36;Drone2:16;Drone3:16;Drone4:16,64.0,relative_confirmed,receive,Drone4
d1_measure_06,Drone1,Drone1:37;Drone2:16;Drone3:16;Drone4:16,66.0,velocity_measured,local,
d1_send_d2_06,Drone1,Drone1:38;Drone2:16;Drone3:16;Drone4:16,66.2,velocity_sent,send,Drone2
d2_recv_d1_06,Drone2,Drone1:38;Drone2:17;Drone3:16;Drone4:16,67.0,processing,receive,Drone1
d2_compute_06,Drone2,Drone1:38;Drone2:18;Drone3:16;Drone4:16,67.5,relative_computed,local,
d2_send_d1_06,Drone2,Drone1:38;Drone2:19;Drone3:16;Drone4:16,68.0,relative_sent,send,Drone1
d1_recv_d2_06,Drone1,Drone1:39;Drone2:19;Drone3:16;Drone4:16,69.0,relative_confirmed,receive,Drone2
d1_send_d3_06,Drone1,Drone1:40;Drone2:19;Drone3:16;Drone4:16,70.2,velocity_sent,send,Drone3
d3_recv_d1_06,Drone3,Drone1:40;Drone2:19;Drone3:17;Drone4:16,71.0,processing,receive,Drone1
d3_compute_06,Drone3,Drone1:40;Drone2:19;Drone3:18;Drone4:16,71.5,relative_computed,local,
d3_send_d1_06,Drone3,Drone1:40;Drone2:19;Drone3:19;Drone4:16,72.0,relative_sent,send,Drone1
d1_recv_d3_06,Drone1,Drone1:41;Drone2:19;Drone3:19;Drone4:16,73.0,relative_confirmed,receive,Drone3
d1_send_d4_06,Drone1,Drone1:42;Drone2:19;Drone3:19;Drone4:16,74.2,velocity_sent,send,Drone4
d4_recv_d1_06,Drone4,Drone1:42;Drone2:19;Drone3:19;Drone4:17,75.0,processing,receive,Drone1
d4_compute_06,Drone4,Drone1:42;Drone2:19;Drone3:19;Drone4:18,75.5,relative_computed,local,
d4_send_d1_06,Drone4,Drone1:42;Drone2:19;Drone3:19;Drone4:19,76.0,relative_sent,send,Drone1
d1_recv_d4_06,Drone1,Drone1:43;Drone2:19;Drone3:19;Drone4:19,77.0,relative_confirmed,receive,Drone4
d1_measure_07,Drone1,Drone1:44;Drone2:19;Drone3:19;Drone4:19,79.0,velocity_measured,local,
d1_send_d2_07,Drone1,Drone1:45;Drone2:19;Drone3:19;Drone4:19,79.2,velocity_sent,send,Drone2
d2_recv_d1_07,Drone2,Drone1:45;Drone2:20;Drone3:19;Drone4:19,80.0,processing,receive,Drone1
d2_compute_07,Drone2,Drone1:45;Drone2:21;Drone3:19;Drone4:19,80.5,relative_computed,local,
d2_send_d1_07,Drone2,Drone1:45;Drone2:22;Drone3:19;Drone4:19,81.0,relative_sent,send,Drone1
d1_recv_d2_07,Drone1,Drone1:46;Drone2:22;Drone3:19;Drone4:19,82.0,relative_confirmed,receive,Drone2
d1_send_d3_07,Drone1,Drone1:47;Drone2:22;Drone3:19;Drone4:19,83.2,velocity_sent,send,Drone3
d3_recv_d1_07,Drone3,Drone1:47;Drone2:22;Drone3:20;Drone4:19,84.0,processing,receive,Drone1
d3_compute_07,Drone3,Drone1:47;Drone2:22;Drone3:21;Drone4:19,84.5,relative_computed,local,
d3_send_d1_07,Drone3,Drone1:47;Drone2:22;Drone3:22;Drone4:19,85.0,relative_sent,send,Drone1
d1_recv_d3_07,Drone1,Drone1:48;Drone2:22;Drone3:22;Drone4:19,86.0,relative_confirmed,receive,Drone3
d1_send_d4_07,Drone1,Drone1:49;Drone2:22;Drone3:22;Drone4:19,87.2,velocity_sent,send,Drone4
d4_recv_d1_07,Drone4,Drone1:49;Drone2:22;Drone3:22;Drone4:20,88.0,processing,receive,Drone1
d4_compute_07,Drone4,Drone1:49;Drone2:22;Drone3:22;Drone4:21,88.5,relative_computed,local,
d4_send_d1_07,Drone4,Drone1:49;Drone2:22;Drone3:22;Drone4:22,89.0,relative_sent,send,Drone1
d1_recv_d4_07,Drone1,Drone1:50;Drone2:22;Drone3:22;Drone4:22,90.0,relative_confirmed,receive,Drone4
d1_measure_08,Drone1,Drone1:51;Drone2:22;Drone3:22;Drone4:22,92.0,velocity_measured,local,
d1_send_d2_08,Drone1,Drone1:52;Drone2:22;Drone3:22;Drone4:22,92.2,velocity_sent,send,Drone2
d2_recv_d1_08,Drone2,Drone1:52;Drone2:23;Drone3:22;Drone4:22,93.0,processing,receive,Drone1
d2_compute_08,Drone2,Drone1:52;Drone2:24;Drone3:22;Drone4:22,93.5,relative_computed,local,
d2_send_d1_08,Drone2,Drone1:52;Drone2:25;Drone3:22;Drone4:22,94.0,relative_sent,send,Drone1
d1_recv_d2_08,Drone1,Drone1:53;Drone2:25;Drone3:22;Drone4:22,95.0,relative_confirmed,receive,Drone2
d1_send_d3_08,Drone1,Drone1:54;Drone2:25;Drone3:22;Drone4:22,96.2,velocity_sent,send,Drone3
d3_recv_d1_08,Drone3,Drone1:54;Drone2:25;Drone3:23;Drone4:22,97.0,processing,receive,Drone1
d3_compute_08,Drone3,Drone1:54;Drone2:25;Drone3:24;Drone4:22,97.5,relative_computed,local,
d3_send_d1_08,Drone3,Drone1:54;Drone2:25;Drone3:25;Drone4:22,98.0,relative_sent,send,Drone1
d1_recv_d3_08,Drone1,Drone1:55;Drone2:25;Drone3:25;Drone4:22,99.0,relative_confirmed,receive,Drone3
d1_send_d4_08,Drone1,Drone1:56;Drone2:25;Drone3:25;Drone4:22,100.2,velocity_sent,send,Drone4
d4_recv_d1_08,Drone4,Drone1:56;Drone2:25;Drone3:25;Drone4:23,101.0,processing,receive,Drone1
d4_compute_08,Drone4,Drone1:56;Drone2:25;Drone3:25;Drone4:24,101.5,relative_computed,local,
d4_send_d1_08,Drone4,Drone1:56;Drone2:25;Drone3:25;Drone4:25,102.0,relative_sent,send,Drone1
d1_recv_d4_08,Drone1,Drone1:57;Drone2:25;Drone3:25;Drone4:25,103.0,relative_confirmed,receive,Drone4
d1_measure_09,Drone1,Drone1:58;Drone2:25;Drone3:25;Drone4:25,105.0,velocity_measured,local,
d1_send_d2_09,Drone1,Drone1:59;Drone2:25;Drone3:25;Drone4:25,105.2,velocity_sent,send,Drone2
d2_recv_d1_09,Drone2,Drone1:59;Drone2:26;Drone3:25;Drone4:25,106.0,processing,receive,Drone1
d2_compute_09,Drone2,Drone1:59;Drone2:27;Drone3:25;Drone4:25,106.5,relative_computed,local,
d2_send_d1_09,Drone2,Drone1:59;Drone2:28;Drone3:25;Drone4:25,107.0,relative_sent,send,Drone1
d1_recv_d2_09,Drone1,Drone1:60;Drone2:28;Drone3:25;Drone4:25,108.0,relative_confirmed,receive,Drone2
d1_send_d3_09,Drone1,Drone1:61;Drone2:28;Drone3:25;Drone4:25,109.2,velocity_sent,send,Drone3
d3_recv_d1_09,Drone3,Drone1:61;Drone2:28;Drone3:26;Drone4:25,110.0,processing,receive,Drone1
d3_compute_09,Drone3,Drone1:61;Drone2:28;Drone3:27;Drone4:25,110.5,relative_computed,local,
d3_send_d1_09,Drone3,Drone1:61;Drone2:28;Drone3:28;Drone4:25,111.0,relative_sent,send,Drone1
d1_recv_d3_09,Drone1,Drone1:62;Drone2:28;Drone3:28;Drone4:25,112.0,relative_confirmed,receive,Drone3
d1_send_d4_09,Drone1,Drone1:63;Drone2:28;Drone3:28;Drone4:25,113.2,velocity_sent,send,Drone4
d4_recv_d1_09,Drone4,Drone1:63;Drone2:28;Drone3:28;Drone4:26,114.0,processing,receive,Drone1
d4_compute_09,Drone4,Drone1:63;Drone2:28;Drone3:28;Drone4:27,114.5,relative_computed,local,
d4_send_d1_09,Drone4,Drone1:63;Drone2:28;Drone3:28;Drone4:28,115.0,relative_sent,send,Drone1
d1_recv_d4_09,Drone1,Drone1:64;Drone2:28;Drone3:28;Drone4:28,116.0,relative_confirmed,receive,Drone4
d1_measure_10,Drone1,Drone1:65;Drone2:28;Drone3:28;Drone4:28,118.0,velocity_measured,local,
d1_send_d2_10,Drone1,Drone1:66;Drone2:28;Drone3:28;Drone4:28,118.2,velocity_sent,send,Drone2
d2_recv_d1_10,Drone2,Drone1:66;Drone2:29;Drone3:28;Drone4:28,119.0,processing,receive,Drone1
d2_compute_10,Drone2,Drone1:66;Drone2:30;Drone3:28;Drone4:28,119.5,relative_computed,local,
d2_send_d1_10,Drone2,Drone1:66;Drone2:31;Drone3:28;Drone4:28,120.0,relative_sent,send,Drone1
d1_recv_d2_10,Drone1,Drone1:67;Drone2:31;Drone3:28;Drone4:28,121.0,relative_confirmed,receive,Drone2
d1_send_d3_10,Drone1,Drone1:68;Drone2:31;Drone3:28;Drone4:28,122.2,velocity_sent,send,Drone3
d3_recv_d1_10,Drone3,Drone1:68;Drone2:31;Drone3:29;Drone4:28,123.0,processing,receive,Drone1
d3_compute_10,Drone3,Drone1:68;Drone2:31;Drone3:30;Drone4:28,123.5,relative_computed,local,
d3_send_d1_10,Drone3,Drone1:68;Drone2:31;Drone3:31;Drone4:28,124.0,relative_sent,send,Drone1
d1_recv_d3_10,Drone1,Drone1:69;Drone2:31;Drone3:31;Drone4:28,125.0,relative_confirmed,receive,Drone3
d1_send_d4_10,Drone1,Drone1:70;Drone2:31;Drone3:31;Drone4:28,126.2,velocity_sent,send,Drone4
d4_recv_d1_10,Drone4,Drone1:70;Drone2:31;Drone3:31;Drone4:29,127.0,processing,receive,Drone1
d4_compute_10,Drone4,Drone1:70;Drone2:31;Drone3:31;Drone4:30,127.5,relative_computed,local,
d4_send_d1_10,Drone4,Drone1:70;Drone2:31;Drone3:31;Drone4:31,128.0,relative_sent,send,Drone1
d1_recv_d4_10,Drone1,Drone1:71;Drone2:31;Drone3:31;Drone4:31,129.0,relative_confirmed,receive,Drone4
d1_measure_11,Drone1,Drone1:72;Drone2:31;Drone3:31;Drone4:31,131.0,velocity_measured,local,
d1_send_d2_11,Drone1,Drone1:73;Drone2:31;Drone3:31;Drone4:31,131.2,velocity_sent,send,Drone2
d2_recv_d1_11,Drone2,Drone1:73;Drone2:32;Drone3:31;Drone4:31,132.0,processing,receive,Drone1
d2_compute_11,Drone2,Drone1:73;Drone2:33;Drone3:31;Drone4:31,132.5,relative_computed,local,
d2_send_d1_11,Drone2,Drone1:73;Drone2:34;Drone3:31;Drone4:31,133.0,relative_sent,send,Drone1
d1_recv_d2_11,Drone1,Drone1:74;Drone2:34;Drone3:31;Drone4:31,134.0,relative_confirmed,receive,Drone2
d1_send_d3_11,Drone1,Drone1:75;Drone2:34;Drone3:31;Drone4:31,135.2,velocity_sent,send,Drone3
d3_recv_d1_11,Drone3,Drone1:75;Drone2:34;Drone3:32;Drone4:31,136.0,processing,receive,Drone1
d3_compute_11,Drone3,Drone1:75;Drone2:34;Drone3:33;Drone4:31,136.5,relative_computed,local,
d3_send_d1_11,Drone3,Drone1:75;Drone2:34;Drone3:34;Drone4:31,137.0,relative_sent,send,Drone1
d1_recv_d3_11,Drone1,Drone1:76;Drone2:34;Drone3:34;Drone4:31,138.0,relative_confirmed,receive,Drone3
d1_send_d4_11,Drone1,Drone1:77;Drone2:34;Drone3:34;Drone4:31,139.2,velocity_sent,send,Drone4
d4_recv_d1_11,Drone4,Drone1:77;Drone2:34;Drone3:34;Drone4:32,140.0,processing,receive,Drone1
d4_compute_11,Drone4,Drone1:77;Drone2:34;Drone3:34;Drone4:33,140.5,relative_computed,local,
d4_send_d1_11,Drone4,Drone1:77;Drone2:34;Drone3:34;Drone4:34,141.0,relative_sent,send,Drone1
d1_recv_d4_11,Drone1,Drone1:78;Drone2:34;Drone3:34;Drone4:34,142.0,relative_confirmed,receive,Drone4
d1_measure_12,Drone1,Drone1:79;Drone2:34;Drone3:34;Drone4:34,144.0,velocity_measured,local,
d1_send_d2_12,Drone1,Drone1:80;Drone2:34;Drone3:34;Drone4:34,144.2,velocity_sent,send,Drone2
d2_recv_d1_12,Drone2,Drone1:80;Drone2:35;Drone3:34;Drone4:34,145.0,processing,receive,Drone1
d2_compute_12,Drone2,Drone1:80;Drone2:36;Drone3:34;Drone4:34,145.5,relative_computed,local,
d2_send_d1_12,Drone2,Drone1:80;Drone2:37;Drone3:34;Drone4:34,146.0,relative_sent,send,Drone1
d1_recv_d2_12,Drone1,Drone1:81;Drone2:37;Drone3:34;Drone4:34,147.0,relative_confirmed,receive,Drone2
d1_send_d3_12,Drone1,Drone1:82;Drone2:37;Drone3:34;Drone4:34,148.2,velocity_sent,send,Drone3
d3_recv_d1_12,Drone3,Drone1:82;Drone2:37;Drone3:35;Drone4:34,149.0,processing,receive,Drone1
d3_compute_12,Drone3,Drone1:82;Drone2:37;Drone3:36;Drone4:34,149.5,relative_computed,local,
d3_send_d1_12,Drone3,Drone1:82;Drone2:37;Drone3:37;Drone4:34,150.0,relative_sent,send,Drone1
d1_recv_d3_12,Drone1,Drone1:83;Drone2:37;Drone3:37;Drone4:34,151.0,relative_confirmed,receive,Drone3
d1_send_d4_12,Drone1,Drone1:84;Drone2:37;Drone3:37;Drone4:34,152.2,velocity_sent,send,Drone4
d4_recv_d1_12,Drone4,Drone1:84;Drone2:37;Drone3:37;Drone4:35,153.0,processing,receive,Drone1
d4_compute_12,Drone4,Drone1:84;Drone2:37;Drone3:37;Drone4:36,153.5,relative_computed,local,
d4_send_d1_12,Drone4,Drone1:84;Drone2:37;Drone3:37;Drone4:37,154.0,relative_sent,send,Drone1
d1_recv_d4_12,Drone1,Drone1:85;Drone2:37;Drone3:37;Drone4:37,155.0,relative_confirmed,receive,Drone4
d1_measure_13,Drone1,Drone1:86;Drone2:37;Drone3:37;Drone4:37,157.0,velocity_measured,local,
d1_send_d2_13,Drone1,Drone1:87;Drone2:37;Drone3:37;Drone4:37,157.2,velocity_sent,send,Drone2
d2_recv_d1_13,Drone2,Drone1:87;Drone2:38;Drone3:37;Drone4:37,158.0,processing,receive,Drone1
d2_compute_13,Drone2,Drone1:87;Drone2:39;Drone3:37;Drone4:37,158.5,relative_computed,local,
d2_send_d1_13,Drone2,Drone1:87;Drone2:40;Drone3:37;Drone4:37,159.0,relative_sent,send,Drone1
d1_recv_d2_13,Drone1,Drone1:88;Drone2:40;Drone3:37;Drone4:37,160.0,relative_confirmed,receive,Drone2
d1_send_d3_13,Drone1,Drone1:89;Drone2:40;Drone3:37;Drone4:37,161.2,velocity_sent,send,Drone3
d3_recv_d1_13,Drone3,Drone1:89;Drone2:40;Drone3:38;Drone4:37,162.0,processing,receive,Drone1
d3_compute_13,Drone3,Drone1:89;Drone2:40;Drone3:39;Drone4:37,162.5,relative_computed,local,
d3_send_d1_13,Drone3,Drone1:89;Drone2:40;Drone3:40;Drone4:37,163.0,relative_sent,send,Drone1
d1_recv_d3_13,Drone1,Drone1:90;Drone2:40;Drone3:40;Drone4:37,164.0,relative_confirmed,receive,Drone3
d1_send_d4_13,Drone1,Drone1:91;Drone2:40;Drone3:40;Drone4:37,165.2,velocity_sent,send,Drone4
d4_recv_d1_13,Drone4,Drone1:91;Drone2:40;Drone3:40;Drone4:38,166.0,processing,receive,Drone1
d4_compute_13,Drone4,Drone1:91;Drone2:40;Drone3:40;Drone4:39,166.5,relative_computed,local,
d4_send_d1_13,Drone4,Drone1:91;Drone2:40;Drone3:40;Drone4:40,167.0,relative_sent,send,Drone1
d1_recv_d4_13,Drone1,Drone1:92;Drone2:40;Drone3:40;Drone4:40,168.0,relative_confirmed,receive,Drone4
d1_measure_14,Drone1,Drone1:93;Drone2:40;Drone3:40;Drone4:40,170.0,velocity_measured,local,
d1_send_d2_14,Drone1,Drone1:94;Drone2:40;Drone3:40;Drone4:40,170.2,velocity_sent,send,Drone2
d2_recv_d1_14,Drone2,Drone1:94;Drone2:41;Drone3:40;Drone4:40,171.0,processing,receive,Drone1
d2_compute_14,Drone2,Drone1:94;Drone2:42;Drone3:40;Drone4:40,171.5,relative_computed,local,
d2_send_d1_14,Drone2,Drone1:94;Drone2:43;Drone3:40;Drone4:40,172.0,relative_sent,send,Drone1
d1_recv_d2_14,Drone1,Drone1:95;Drone2:43;Drone3:40;Drone4:40,173.0,relative_confirmed,receive,Drone2
d1_send_d3_14,Drone1,Drone1:96;Drone2:43;Drone3:40;Drone4:40,174.2,velocity_sent,send,Drone3
d3_recv_d1_14,Drone3,Drone1:96;Drone2:43;Drone3:41;Drone4:40,175.0,processing,receive,Drone1
d3_compute_14,Drone3,Drone1:96;Drone2:43;Drone3:42;Drone4:40,175.5,relative_computed,local,
d3_send_d1_14,Drone3,Drone1:96;Drone2:43;Drone3:43;Drone4:40,176.0,relative_sent,send,Drone1
d1_recv_d3_14,Drone1,Drone1:97;Drone2:43;Drone3:43;Drone4:40,177.0,relative_confirmed,receive,Drone3
d1_send_d4_14,Drone1,Drone1:98;Drone2:43;Drone3:43;Drone4:40,178.2,velocity_sent,send,Drone4
d4_recv_d1_14,Drone4,Drone1:98;Drone2:43;Drone3:43;Drone4:41,179.0,processing,receive,Drone1
d4_compute_14,Drone4,Drone1:98;Drone2:43;Drone3:43;Drone4:42,179.5,relative_computed,local,
d4_send_d1_14,Drone4,Drone1:98;Drone2:43;Drone3:43;Drone4:43,180.0,relative_sent,send,Drone1
d1_recv_d4_14,Drone1,Drone1:99;Drone2:43;Drone3:43;Drone4:43,181.0,relative_confirmed,receive,Drone4
d1_measure_15,Drone1,Drone1:100;Drone2:43;Drone3:43;Drone4:43,183.0,velocity_measured,local,
d1_send_d2_15,Drone1,Drone1:101;Drone2:43;Drone3:43;Drone4:43,183.2,velocity_sent,send,Drone2
d2_recv_d1_15,Drone2,Drone1:101;Drone2:44;Drone3:43;Drone4:43,184.0,processing,receive,Drone1
d2_compute_15,Drone2,Drone1:101;Drone2:45;Drone3:43;Drone4:43,184.5,relative_computed,local,
d2_send_d1_15,Drone2,Drone1:101;Drone2:46;Drone3:43;Drone4:43,185.0,relative_sent,send,Drone1
d1_recv_d2_15,Drone1,Drone1:102;Drone2:46;Drone3:43;Drone4:43,186.0,relative_confirmed,receive,Drone2
d1_send_d3_15,Drone1,Drone1:103;Drone2:46;Drone3:43;Drone4:43,187.2,velocity_sent,send,Drone3
