d1_send_d5_01,Drone1,Drone1:9;Drone2:4;Drone3:4;Drone4:4;Drone5:0;Drone6:0;Drone7:0;Drone8:0,13.2,velocity_sent,send,Drone5
d5_recv_d1_01,Drone5,Drone1:9;Drone2:4;Drone3:4;Drone4:4;Drone5:2;Drone6:0;Drone7:0;Drone8:0,14.0,processing,receive,Drone1
d5_compute_01,Drone5,Drone1:9;Drone2:4;Drone3:4;Drone4:4;Drone5:3;Drone6:0;Drone7:0;Drone8:0,14.5,relative_computed,local,
d5_send_d1_01,Drone5,Drone1:9;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:0;Drone7:0;Drone8:0,15.0,relative_sent,send,Drone1
d1_recv_d5_01,Drone1,Drone1:10;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:0;Drone7:0;Drone8:0,16.0,relative_confirmed,receive,Drone5
d1_send_d6_01,Drone1,Drone1:11;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:0;Drone7:0;Drone8:0,17.2,velocity_sent,send,Drone6
d6_recv_d1_01,Drone6,Drone1:11;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:2;Drone7:0;Drone8:0,18.0,processing,receive,Drone1
d6_compute_01,Drone6,Drone1:11;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:3;Drone7:0;Drone8:0,18.5,relative_computed,local,
d6_send_d1_01,Drone6,Drone1:11;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:0;Drone8:0,19.0,relative_sent,send,Drone1
d1_recv_d6_01,Drone1,Drone1:12;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:0;Drone8:0,20.0,relative_confirmed,receive,Drone6
d1_send_d7_01,Drone1,Drone1:13;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:0;Drone8:0,21.2,velocity_sent,send,Drone7
d7_recv_d1_01,Drone7,Drone1:13;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:2;Drone8:0,22.0,processing,receive,Drone1
d7_compute_01,Drone7,Drone1:13;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:3;Drone8:0,22.5,relative_computed,local,
d7_send_d1_01,Drone7,Drone1:13;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:0,23.0,relative_sent,send,Drone1
d1_recv_d7_01,Drone1,Drone1:14;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:0,24.0,relative_confirmed,receive,Drone7
d1_send_d8_01,Drone1,Drone1:15;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:0,25.2,velocity_sent,send,Drone8
d8_recv_d1_01,Drone8,Drone1:15;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:2,26.0,processing,receive,Drone1
d8_compute_01,Drone8,Drone1:15;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:3,26.5,relative_computed,local,
d8_send_d1_01,Drone8,Drone1:15;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,27.0,relative_sent,send,Drone1
d1_recv_d8_01,Drone1,Drone1:16;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,28.0,relative_confirmed,receive,Drone8
d1_measure_02,Drone1,Drone1:17;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,30.0,velocity_measured,local,
d1_send_d2_02,Drone1,Drone1:18;Drone2:4;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,30.2,velocity_sent,send,Drone2
d2_recv_d1_02,Drone2,Drone1:18;Drone2:5;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,31.0,processing,receive,Drone1
d2_compute_02,Drone2,Drone1:18;Drone2:6;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,31.5,relative_computed,local,
d2_send_d1_02,Drone2,Drone1:18;Drone2:7;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,32.0,relative_sent,send,Drone1
d1_recv_d2_02,Drone1,Drone1:19;Drone2:7;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,33.0,relative_confirmed,receive,Drone2
d1_send_d3_02,Drone1,Drone1:20;Drone2:7;Drone3:4;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,34.2,velocity_sent,send,Drone3
d3_recv_d1_02,Drone3,Drone1:20;Drone2:7;Drone3:5;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,35.0,processing,receive,Drone1
d3_compute_02,Drone3,Drone1:20;Drone2:7;Drone3:6;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,35.5,relative_computed,local,
d3_send_d1_02,Drone3,Drone1:20;Drone2:7;Drone3:7;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,36.0,relative_sent,send,Drone1
d1_recv_d3_02,Drone1,Drone1:21;Drone2:7;Drone3:7;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,37.0,relative_confirmed,receive,Drone3
d1_send_d4_02,Drone1,Drone1:22;Drone2:7;Drone3:7;Drone4:4;Drone5:4;Drone6:4;Drone7:4;Drone8:4,38.2,velocity_sent,send,Drone4
d4_recv_d1_02,Drone4,Drone1:22;Drone2:7;Drone3:7;Drone4:5;Drone5:4;Drone6:4;Drone7:4;Drone8:4,39.0,processing,receive,Drone1
d4_compute_02,Drone4,Drone1:22;Drone2:7;Drone3:7;Drone4:6;Drone5:4;Drone6:4;Drone7:4;Drone8:4,39.5,relative_computed,local,
d4_send_d1_02,Drone4,Drone1:22;Drone2:7;Drone3:7;Drone4:7;Drone5:4;Drone6:4;Drone7:4;Drone8:4,40.0,relative_sent,send,Drone1
d1_recv_d4_02,Drone1,Drone1:23;Drone2:7;Drone3:7;Drone4:7;Drone5:4;Drone6:4;Drone7:4;Drone8:4,41.0,relative_confirmed,receive,Drone4
d1_send_d5_02,Drone1,Drone1:24;Drone2:7;Drone3:7;Drone4:7;Drone5:4;Drone6:4;Drone7:4;Drone8:4,42.2,velocity_sent,send,Drone5
d5_recv_d1_02,Drone5,Drone1:24;Drone2:7;Drone3:7;Drone4:7;Drone5:5;Drone6:4;Drone7:4;Drone8:4,43.0,processing,receive,Drone1
d5_compute_02,Drone5,Drone1:24;Drone2:7;Drone3:7;Drone4:7;Drone5:6;Drone6:4;Drone7:4;Drone8:4,43.5,relative_computed,local,
d5_send_d1_02,Drone5,Drone1:24;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:4;Drone7:4;Drone8:4,44.0,relative_sent,send,Drone1
d1_recv_d5_02,Drone1,Drone1:25;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:4;Drone7:4;Drone8:4,45.0,relative_confirmed,receive,Drone5
d1_send_d6_02,Drone1,Drone1:26;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:4;Drone7:4;Drone8:4,46.2,velocity_sent,send,Drone6
d6_recv_d1_02,Drone6,Drone1:26;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:5;Drone7:4;Drone8:4,47.0,processing,receive,Drone1
d6_compute_02,Drone6,Drone1:26;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:6;Drone7:4;Drone8:4,47.5,relative_computed,local,
d6_send_d1_02,Drone6,Drone1:26;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:4;Drone8:4,48.0,relative_sent,send,Drone1
d1_recv_d6_02,Drone1,Drone1:27;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:4;Drone8:4,49.0,relative_confirmed,receive,Drone6
d1_send_d7_02,Drone1,Drone1:28;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:4;Drone8:4,50.2,velocity_sent,send,Drone7
d7_recv_d1_02,Drone7,Drone1:28;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:5;Drone8:4,51.0,processing,receive,Drone1
d7_compute_02,Drone7,Drone1:28;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:6;Drone8:4,51.5,relative_computed,local,
d7_send_d1_02,Drone7,Drone1:28;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:4,52.0,relative_sent,send,Drone1
d1_recv_d7_02,Drone1,Drone1:29;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:4,53.0,relative_confirmed,receive,Drone7
d1_send_d8_02,Drone1,Drone1:30;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:4,54.2,velocity_sent,send,Drone8
d8_recv_d1_02,Drone8,Drone1:30;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:5,55.0,processing,receive,Drone1
d8_compute_02,Drone8,Drone1:30;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:6,55.5,relative_computed,local,
d8_send_d1_02,Drone8,Drone1:30;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,56.0,relative_sent,send,Drone1
d1_recv_d8_02,Drone1,Drone1:31;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,57.0,relative_confirmed,receive,Drone8
d1_measure_03,Drone1,Drone1:32;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,59.0,velocity_measured,local,
d1_send_d2_03,Drone1,Drone1:33;Drone2:7;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,59.2,velocity_sent,send,Drone2
d2_recv_d1_03,Drone2,Drone1:33;Drone2:8;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,60.0,processing,receive,Drone1
d2_compute_03,Drone2,Drone1:33;Drone2:9;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,60.5,relative_computed,local,
d2_send_d1_03,Drone2,Drone1:33;Drone2:10;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,61.0,relative_sent,send,Drone1
d1_recv_d2_03,Drone1,Drone1:34;Drone2:10;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,62.0,relative_confirmed,receive,Drone2
d1_send_d3_03,Drone1,Drone1:35;Drone2:10;Drone3:7;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,63.2,velocity_sent,send,Drone3
d3_recv_d1_03,Drone3,Drone1:35;Drone2:10;Drone3:8;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,64.0,processing,receive,Drone1
d3_compute_03,Drone3,Drone1:35;Drone2:10;Drone3:9;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,64.5,relative_computed,local,
d3_send_d1_03,Drone3,Drone1:35;Drone2:10;Drone3:10;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,65.0,relative_sent,send,Drone1
d1_recv_d3_03,Drone1,Drone1:36;Drone2:10;Drone3:10;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,66.0,relative_confirmed,receive,Drone3
d1_send_d4_03,Drone1,Drone1:37;Drone2:10;Drone3:10;Drone4:7;Drone5:7;Drone6:7;Drone7:7;Drone8:7,67.2,velocity_sent,send,Drone4
d4_recv_d1_03,Drone4,Drone1:37;Drone2:10;Drone3:10;Drone4:8;Drone5:7;Drone6:7;Drone7:7;Drone8:7,68.0,processing,receive,Drone1
d4_compute_03,Drone4,Drone1:37;Drone2:10;Drone3:10;Drone4:9;Drone5:7;Drone6:7;Drone7:7;Drone8:7,68.5,relative_computed,local,
d4_send_d1_03,Drone4,Drone1:37;Drone2:10;Drone3:10;Drone4:10;Drone5:7;Drone6:7;Drone7:7;Drone8:7,69.0,relative_sent,send,Drone1
d1_recv_d4_03,Drone1,Drone1:38;Drone2:10;Drone3:10;Drone4:10;Drone5:7;Drone6:7;Drone7:7;Drone8:7,70.0,relative_confirmed,receive,Drone4
d1_send_d5_03,Drone1,Drone1:39;Drone2:10;Drone3:10;Drone4:10;Drone5:7;Drone6:7;Drone7:7;Drone8:7,71.2,velocity_sent,send,Drone5
d5_recv_d1_03,Drone5,Drone1:39;Drone2:10;Drone3:10;Drone4:10;Drone5:8;Drone6:7;Drone7:7;Drone8:7,72.0,processing,receive,Drone1
d5_compute_03,Drone5,Drone1:39;Drone2:10;Drone3:10;Drone4:10;Drone5:9;Drone6:7;Drone7:7;Drone8:7,72.5,relative_computed,local,
d5_send_d1_03,Drone5,Drone1:39;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:7;Drone7:7;Drone8:7,73.0,relative_sent,send,Drone1
d1_recv_d5_03,Drone1,Drone1:40;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:7;Drone7:7;Drone8:7,74.0,relative_confirmed,receive,Drone5
d1_send_d6_03,Drone1,Drone1:41;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:7;Drone7:7;Drone8:7,75.2,velocity_sent,send,Drone6
d6_recv_d1_03,Drone6,Drone1:41;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:8;Drone7:7;Drone8:7,76.0,processing,receive,Drone1
d6_compute_03,Drone6,Drone1:41;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:9;Drone7:7;Drone8:7,76.5,relative_computed,local,
d6_send_d1_03,Drone6,Drone1:41;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:7;Drone8:7,77.0,relative_sent,send,Drone1
d1_recv_d6_03,Drone1,Drone1:42;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:7;Drone8:7,78.0,relative_confirmed,receive,Drone6
d1_send_d7_03,Drone1,Drone1:43;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:7;Drone8:7,79.2,velocity_sent,send,Drone7
d7_recv_d1_03,Drone7,Drone1:43;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:8;Drone8:7,80.0,processing,receive,Drone1
d7_compute_03,Drone7,Drone1:43;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:9;Drone8:7,80.5,relative_computed,local,
d7_send_d1_03,Drone7,Drone1:43;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:7,81.0,relative_sent,send,Drone1
d1_recv_d7_03,Drone1,Drone1:44;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:7,82.0,relative_confirmed,receive,Drone7
d1_send_d8_03,Drone1,Drone1:45;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:7,83.2,velocity_sent,send,Drone8
d8_recv_d1_03,Drone8,Drone1:45;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:8,84.0,processing,receive,Drone1
d8_compute_03,Drone8,Drone1:45;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:9,84.5,relative_computed,local,
d8_send_d1_03,Drone8,Drone1:45;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,85.0,relative_sent,send,Drone1
d1_recv_d8_03,Drone1,Drone1:46;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,86.0,relative_confirmed,receive,Drone8
d1_measure_04,Drone1,Drone1:47;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,88.0,velocity_measured,local,
d1_send_d2_04,Drone1,Drone1:48;Drone2:10;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,88.2,velocity_sent,send,Drone2
d2_recv_d1_04,Drone2,Drone1:48;Drone2:11;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,89.0,processing,receive,Drone1
d2_compute_04,Drone2,Drone1:48;Drone2:12;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,89.5,relative_computed,local,
d2_send_d1_04,Drone2,Drone1:48;Drone2:13;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,90.0,relative_sent,send,Drone1
d1_recv_d2_04,Drone1,Drone1:49;Drone2:13;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,91.0,relative_confirmed,receive,Drone2
d1_send_d3_04,Drone1,Drone1:50;Drone2:13;Drone3:10;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,92.2,velocity_sent,send,Drone3
d3_recv_d1_04,Drone3,Drone1:50;Drone2:13;Drone3:11;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,93.0,processing,receive,Drone1
d3_compute_04,Drone3,Drone1:50;Drone2:13;Drone3:12;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,93.5,relative_computed,local,
d3_send_d1_04,Drone3,Drone1:50;Drone2:13;Drone3:13;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,94.0,relative_sent,send,Drone1
d1_recv_d3_04,Drone1,Drone1:51;Drone2:13;Drone3:13;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,95.0,relative_confirmed,receive,Drone3
d1_send_d4_04,Drone1,Drone1:52;Drone2:13;Drone3:13;Drone4:10;Drone5:10;Drone6:10;Drone7:10;Drone8:10,96.2,velocity_sent,send,Drone4
d4_recv_d1_04,Drone4,Drone1:52;Drone2:13;Drone3:13;Drone4:11;Drone5:10;Drone6:10;Drone7:10;Drone8:10,97.0,processing,receive,Drone1
d4_compute_04,Drone4,Drone1:52;Drone2:13;Drone3:13;Drone4:12;Drone5:10;Drone6:10;Drone7:10;Drone8:10,97.5,relative_computed,local,
d4_send_d1_04,Drone4,Drone1:52;Drone2:13;Drone3:13;Drone4:13;Drone5:10;Drone6:10;Drone7:10;Drone8:10,98.0,relative_sent,send,Drone1
d1_recv_d4_04,Drone1,Drone1:53;Drone2:13;Drone3:13;Drone4:13;Drone5:10;Drone6:10;Drone7:10;Drone8:10,99.0,relative_confirmed,receive,Drone4
d1_send_d5_04,Drone1,Drone1:54;Drone2:13;Drone3:13;Drone4:13;Drone5:10;Drone6:10;Drone7:10;Drone8:10,100.2,velocity_sent,send,Drone5
d5_recv_d1_04,Drone5,Drone1:54;Drone2:13;Drone3:13;Drone4:13;Drone5:11;Drone6:10;Drone7:10;Drone8:10,101.0,processing,receive,Drone1
d5_compute_04,Drone5,Drone1:54;Drone2:13;Drone3:13;Drone4:13;Drone5:12;Drone6:10;Drone7:10;Drone8:10,101.5,relative_computed,local,
d5_send_d1_04,Drone5,Drone1:54;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:10;Drone7:10;Drone8:10,102.0,relative_sent,send,Drone1
d1_recv_d5_04,Drone1,Drone1:55;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:10;Drone7:10;Drone8:10,103.0,relative_confirmed,receive,Drone5
d1_send_d6_04,Drone1,Drone1:56;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:10;Drone7:10;Drone8:10,104.2,velocity_sent,send,Drone6
d6_recv_d1_04,Drone6,Drone1:56;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:11;Drone7:10;Drone8:10,105.0,processing,receive,Drone1
d6_compute_04,Drone6,Drone1:56;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:12;Drone7:10;Drone8:10,105.5,relative_computed,local,
d6_send_d1_04,Drone6,Drone1:56;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:10;Drone8:10,106.0,relative_sent,send,Drone1
d1_recv_d6_04,Drone1,Drone1:57;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:10;Drone8:10,107.0,relative_confirmed,receive,Drone6
d1_send_d7_04,Drone1,Drone1:58;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:10;Drone8:10,108.2,velocity_sent,send,Drone7
d7_recv_d1_04,Drone7,Drone1:58;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:11;Drone8:10,109.0,processing,receive,Drone1
d7_compute_04,Drone7,Drone1:58;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:12;Drone8:10,109.5,relative_computed,local,
d7_send_d1_04,Drone7,Drone1:58;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:10,110.0,relative_sent,send,Drone1
d1_recv_d7_04,Drone1,Drone1:59;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:10,111.0,relative_confirmed,receive,Drone7
d1_send_d8_04,Drone1,Drone1:60;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:10,112.2,velocity_sent,send,Drone8
d8_recv_d1_04,Drone8,Drone1:60;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:11,113.0,processing,receive,Drone1
d8_compute_04,Drone8,Drone1:60;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:12,113.5,relative_computed,local,
d8_send_d1_04,Drone8,Drone1:60;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,114.0,relative_sent,send,Drone1
d1_recv_d8_04,Drone1,Drone1:61;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,115.0,relative_confirmed,receive,Drone8
d1_measure_05,Drone1,Drone1:62;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,117.0,velocity_measured,local,
d1_send_d2_05,Drone1,Drone1:63;Drone2:13;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,117.2,velocity_sent,send,Drone2
d2_recv_d1_05,Drone2,Drone1:63;Drone2:14;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,118.0,processing,receive,Drone1
d2_compute_05,Drone2,Drone1:63;Drone2:15;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,118.5,relative_computed,local,
d2_send_d1_05,Drone2,Drone1:63;Drone2:16;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,119.0,relative_sent,send,Drone1
d1_recv_d2_05,Drone1,Drone1:64;Drone2:16;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,120.0,relative_confirmed,receive,Drone2
d1_send_d3_05,Drone1,Drone1:65;Drone2:16;Drone3:13;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,121.2,velocity_sent,send,Drone3
